CYCLE	CMDPOS0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	1
591	1
592	1
593	1
594	1
595	2
596	2
597	2
598	2
599	2
600	3
601	3
602	3
603	3
604	3
605	4
606	4
607	4
608	4
609	4
610	5
611	5
612	5
613	5
614	5
615	6
616	6
617	6
618	6
619	6
620	7
621	7
622	7
623	7
624	7
625	8
626	8
627	8
628	8
629	8
630	9
631	9
632	9
633	9
634	9
635	10
636	10
637	10
638	10
639	10
640	11
641	11
642	11
643	11
644	11
645	12
646	12
647	12
648	12
649	12
650	13
651	13
652	13
653	13
654	13
655	14
656	14
657	14
658	14
659	14
660	15
661	15
662	15
663	15
664	15
665	16
666	16
667	16
668	16
669	16
670	17
671	17
672	17
673	17
674	17
675	18
676	18
677	18
678	18
679	18
680	19
681	19
682	19
683	19
684	19
685	20
686	20
687	20
688	20
689	20
690	21
691	21
692	21
693	21
694	21
695	22
696	22
697	22
698	22
699	22
700	23
701	23
702	23
703	23
704	23
705	24
706	24
707	24
708	24
709	24
710	25
711	25
712	25
713	25
714	25
715	26
716	26
717	26
718	26
719	26
720	27
721	27
722	27
723	27
724	27
725	28
726	28
727	28
728	28
729	28
730	29
731	29
732	29
733	29
734	29
735	30
736	30
737	30
738	30
739	30
740	31
741	31
742	31
743	31
744	31
745	32
746	32
747	32
748	32
749	32
750	33
751	33
752	33
753	33
754	33
755	34
756	34
757	34
758	34
759	34
760	35
761	35
762	35
763	35
764	35
765	36
766	36
767	36
768	36
769	36
770	37
771	37
772	37
773	37
774	37
775	38
776	38
777	38
778	38
779	38
780	39
781	39
782	39
783	39
784	39
785	40
786	40
787	40
788	40
789	40
790	41
791	41
792	41
793	41
794	41
795	42
796	42
797	42
798	42
799	42
800	43
801	43
802	43
803	43
804	43
805	44
806	44
807	44
808	44
809	44
810	45
811	45
812	45
813	45
814	45
815	46
816	46
817	46
818	46
819	46
820	47
821	47
822	47
823	47
824	47
825	48
826	48
827	48
828	48
829	48
830	49
831	49
832	49
833	49
834	49
835	50
836	50
837	50
838	50
839	50
840	51
841	51
842	51
843	51
844	51
845	52
846	52
847	52
848	52
849	52
850	53
851	53
852	53
853	53
854	53
855	54
856	54
857	54
858	54
859	54
860	55
861	55
862	55
863	55
864	55
865	56
866	56
867	56
868	56
869	56
870	57
871	57
872	57
873	57
874	57
875	58
876	58
877	58
878	58
879	58
880	59
881	59
882	59
883	59
884	59
885	60
886	60
887	60
888	60
889	60
890	61
891	61
892	61
893	61
894	61
895	62
896	62
897	62
898	62
899	62
900	63
901	63
902	63
903	63
904	63
905	64
906	64
907	64
908	64
909	64
910	65
911	65
912	65
913	65
914	65
915	66
916	66
917	66
918	66
919	66
920	67
921	67
922	67
923	67
924	67
925	68
926	68
927	68
928	68
929	68
930	69
931	69
932	69
933	69
934	69
935	70
936	70
937	70
938	70
939	70
940	71
941	71
942	71
943	71
944	71
945	72
946	72
947	72
948	72
949	72
950	73
951	73
952	73
953	73
954	73
955	74
956	74
957	74
958	74
959	74
960	75
961	75
962	75
963	75
964	75
965	76
966	76
967	76
968	76
969	76
970	77
971	77
972	77
973	77
974	77
975	78
976	78
977	78
978	78
979	78
980	79
981	79
982	79
983	79
984	79
985	80
986	80
987	80
988	80
989	80
990	81
991	81
992	81
993	81
994	81
995	82
996	82
997	82
998	82
999	82
1000	83
1001	83
1002	83
1003	83
1004	83
1005	84
1006	84
1007	84
1008	84
1009	84
1010	85
1011	85
1012	85
1013	85
1014	85
1015	86
1016	86
1017	86
1018	86
1019	86
1020	87
1021	87
1022	87
1023	87
1024	87
1025	88
1026	88
1027	88
1028	88
1029	88
1030	89
1031	89
1032	89
1033	89
1034	89
1035	90
1036	90
1037	90
1038	90
1039	90
1040	91
1041	91
1042	91
1043	91
1044	91
1045	92
1046	92
1047	92
1048	92
1049	92
1050	93
1051	93
1052	93
1053	93
1054	93
1055	94
1056	94
1057	94
1058	94
1059	94
1060	95
1061	95
1062	95
1063	95
1064	95
1065	96
1066	96
1067	96
1068	96
1069	96
1070	97
1071	97
1072	97
1073	97
1074	97
1075	98
1076	98
1077	98
1078	98
1079	98
1080	99
1081	99
1082	99
1083	99
1084	99
1085	100
1086	100
1087	100
1088	100
1089	100
1090	100
1091	100
1092	101
1093	101
1094	101
1095	101
1096	101
1097	101
1098	101
1099	101
1100	102
1101	102
1102	102
1103	102
1104	102
1105	102
1106	102
1107	102
1108	103
1109	103
1110	103
1111	103
1112	103
1113	103
1114	103
1115	103
1116	103
1117	104
1118	104
1119	104
1120	104
1121	104
1122	104
1123	104
1124	104
1125	105
1126	105
1127	105
1128	105
1129	105
1130	105
1131	105
1132	105
1133	106
1134	106
1135	106
1136	106
1137	106
1138	106
1139	106
1140	106
1141	106
1142	107
1143	107
1144	107
1145	107
1146	107
1147	107
1148	107
1149	107
1150	108
1151	108
1152	108
1153	108
1154	108
1155	108
1156	108
1157	108
1158	109
1159	109
1160	109
1161	109
1162	109
1163	109
1164	109
1165	109
1166	109
1167	110
1168	110
1169	110
1170	110
1171	110
1172	110
1173	110
1174	110
1175	111
1176	111
1177	111
1178	111
1179	111
1180	111
1181	111
1182	111
1183	112
1184	112
1185	112
1186	112
1187	112
1188	112
1189	112
1190	112
1191	112
1192	113
1193	113
1194	113
1195	113
1196	113
1197	113
1198	113
1199	113
1200	114
1201	114
1202	114
1203	114
1204	114
1205	114
1206	114
1207	114
1208	115
1209	115
1210	115
1211	115
1212	115
1213	115
1214	115
1215	115
1216	115
1217	116
1218	116
1219	116
1220	116
1221	116
1222	116
1223	116
1224	116
1225	117
1226	117
1227	117
1228	117
1229	117
1230	117
1231	117
1232	117
1233	118
1234	118
1235	118
1236	118
1237	118
1238	118
1239	118
1240	118
1241	118
1242	119
1243	119
1244	119
1245	119
1246	119
1247	119
1248	119
1249	119
1250	120
1251	120
1252	120
1253	120
1254	120
1255	120
1256	120
1257	120
1258	121
1259	121
1260	121
1261	121
1262	121
1263	121
1264	121
1265	121
1266	121
1267	122
1268	122
1269	122
1270	122
1271	122
1272	122
1273	122
1274	122
1275	123
1276	123
1277	123
1278	123
1279	123
1280	123
1281	123
1282	123
1283	124
1284	124
1285	124
1286	124
1287	124
1288	124
1289	124
1290	124
1291	124
1292	125
1293	125
1294	125
1295	125
1296	125
1297	125
1298	125
1299	125
1300	126
1301	126
1302	126
1303	126
1304	126
1305	126
1306	126
1307	126
1308	127
1309	127
1310	127
1311	127
1312	127
1313	127
1314	127
1315	127
1316	127
1317	128
1318	128
1319	128
1320	128
1321	128
1322	128
1323	128
1324	128
1325	129
1326	129
1327	129
1328	129
1329	129
1330	129
1331	129
1332	129
1333	130
1334	130
1335	130
1336	130
1337	130
1338	130
1339	130
1340	130
1341	130
1342	131
1343	131
1344	131
1345	131
1346	131
1347	131
1348	131
1349	131
1350	132
1351	132
1352	132
1353	132
1354	132
1355	132
1356	132
1357	132
1358	133
1359	133
1360	133
1361	133
1362	133
1363	133
1364	133
1365	133
1366	133
1367	134
1368	134
1369	134
1370	134
1371	134
1372	134
1373	134
1374	134
1375	135
1376	135
1377	135
1378	135
1379	135
1380	135
1381	135
1382	135
1383	136
1384	136
1385	136
1386	136
1387	136
1388	136
1389	136
1390	136
1391	136
1392	137
1393	137
1394	137
1395	137
1396	137
1397	137
1398	137
1399	137
1400	138
1401	138
1402	138
1403	138
1404	138
1405	138
1406	138
1407	138
1408	139
1409	139
1410	139
1411	139
1412	139
1413	139
1414	139
1415	139
1416	139
1417	140
1418	140
1419	140
1420	140
1421	140
1422	140
1423	140
1424	140
1425	141
1426	141
1427	141
1428	141
1429	141
1430	141
1431	141
1432	141
1433	142
1434	142
1435	142
1436	142
1437	142
1438	142
1439	142
1440	142
1441	142
1442	143
1443	143
1444	143
1445	143
1446	143
1447	143
1448	143
1449	143
1450	144
1451	144
1452	144
1453	144
1454	144
1455	144
1456	144
1457	144
1458	145
1459	145
1460	145
1461	145
1462	145
1463	145
1464	145
1465	145
1466	145
1467	146
1468	146
1469	146
1470	146
1471	146
1472	146
1473	146
1474	146
1475	147
1476	147
1477	147
1478	147
1479	147
1480	147
1481	147
1482	147
1483	148
1484	148
1485	148
1486	148
1487	148
1488	148
1489	148
1490	148
1491	148
1492	149
1493	149
1494	149
1495	149
1496	149
1497	149
1498	149
1499	149
1500	150
1501	150
1502	150
1503	150
1504	150
1505	150
1506	150
1507	150
1508	151
1509	151
1510	151
1511	151
1512	151
1513	151
1514	151
1515	151
1516	151
1517	152
1518	152
1519	152
1520	152
1521	152
1522	152
1523	152
1524	152
1525	153
1526	153
1527	153
