CYCLE	CMDPOS0	CMDPOS1
899	0	0
900	0	0
901	0	0
902	0	0
903	0	0
904	0	0
905	0	0
906	0	0
907	0	0
908	0	0
909	0	0
910	0	0
911	0	0
912	0	0
913	0	-0
914	0	-0
915	0	-0
916	0	-0
917	0	-0
918	0	-0
919	0	-0
920	1	-0
921	1	-0
922	1	-0
923	1	-0
924	1	-0
925	1	-0
926	2	-0
927	2	-0
928	2	-0
929	2	-0
930	3	-0
931	3	-0
932	3	-0
933	4	-1
934	4	-1
935	4	-1
936	5	-1
937	5	-1
938	6	-1
939	6	-1
940	7	-1
941	7	-1
942	7	-1
943	8	-1
944	8	-1
945	9	-1
946	10	-1
947	10	-1
948	11	-1
949	11	-2
950	12	-2
951	13	-2
952	13	-2
953	14	-2
954	15	-2
955	15	-2
956	16	-2
957	17	-2
958	17	-2
959	18	-3
960	19	-3
961	20	-3
962	21	-3
963	21	-3
964	22	-3
965	23	-3
966	24	-3
967	25	-3
968	26	-4
969	27	-4
970	28	-4
971	29	-4
972	29	-4
973	30	-4
974	31	-4
975	32	-4
976	33	-5
977	34	-5
978	35	-5
979	37	-5
980	38	-5
981	39	-5
982	40	-5
983	41	-5
984	42	-6
985	43	-6
986	44	-6
987	45	-6
988	46	-6
989	47	-6
990	49	-6
991	50	-6
992	51	-7
993	52	-7
994	53	-7
995	54	-7
996	56	-7
997	57	-7
998	58	-7
999	59	-7
1000	60	-8
1001	62	-8
1002	63	-8
1003	64	-8
1004	65	-8
1005	66	-8
1006	68	-8
1007	69	-8
1008	70	-8
1009	71	-8
1010	72	-8
1011	74	-9
1012	75	-9
1013	76	-9
1014	77	-9
1015	78	-9
1016	79	-9
1017	80	-9
1018	81	-9
1019	82	-9
1020	83	-9
1021	84	-9
1022	85	-9
1023	86	-9
1024	87	-9
1025	88	-9
1026	89	-9
1027	90	-9
1028	91	-9
1029	91	-8
1030	92	-8
1031	93	-8
1032	94	-8
1033	94	-8
1034	95	-8
1035	96	-8
1036	96	-8
1037	97	-8
1038	97	-7
1039	98	-7
1040	98	-7
1041	99	-7
1042	99	-7
1043	99	-6
1044	100	-6
1045	100	-6
1046	100	-6
1047	101	-5
1048	101	-5
1049	101	-5
1050	101	-5
1051	101	-4
1052	101	-4
1053	101	-4
1054	101	-3
1055	101	-3
1056	101	-3
1057	101	-2
1058	101	-2
1059	101	-1
1060	101	-1
1061	100	-0
1062	100	-0
1063	100	0
1064	99	1
1065	99	1
1066	98	2
1067	98	2
1068	97	3
1069	97	4
1070	96	4
1071	96	5
1072	95	5
1073	94	6
1074	94	6
1075	93	7
1076	92	8
1077	91	8
1078	91	9
1079	90	10
1080	89	10
1081	88	11
1082	87	12
1083	86	12
1084	86	13
1085	85	14
1086	84	14
1087	83	15
1088	82	16
1089	81	16
1090	80	17
1091	79	18
1092	78	19
1093	77	19
1094	76	20
1095	75	21
1096	74	22
1097	73	22
1098	72	23
1099	71	24
1100	70	25
1101	69	26
1102	68	26
1103	68	27
1104	67	28
1105	66	29
1106	65	29
1107	64	30
1108	63	31
1109	62	32
1110	61	33
1111	61	33
1112	60	34
1113	59	35
1114	58	36
1115	58	37
1116	57	37
1117	56	38
1118	56	39
1119	55	40
1120	54	40
1121	54	41
1122	53	42
1123	53	43
1124	52	44
1125	52	44
1126	52	45
1127	51	46
1128	51	47
1129	51	47
1130	50	48
1131	50	49
1132	50	49
1133	50	50
1134	50	51
1135	50	52
1136	50	52
1137	50	53
1138	50	54
1139	50	54
1140	51	55
1141	51	56
1142	51	56
1143	51	57
1144	52	58
1145	52	58
1146	53	59
1147	53	60
1148	54	60
1149	54	61
1150	55	62
1151	55	62
1152	56	63
1153	57	63
1154	57	64
1155	58	65
1156	59	65
1157	59	66
1158	60	67
1159	61	67
1160	62	68
1161	62	69
1162	63	69
1163	64	70
1164	65	70
1165	66	71
1166	67	72
1167	68	72
1168	69	73
1169	70	74
1170	70	74
1171	71	75
1172	72	76
1173	73	76
1174	74	77
1175	75	78
1176	76	78
1177	77	79
1178	78	80
1179	79	80
1180	80	81
1181	81	82
1182	82	83
1183	83	83
1184	84	84
1185	85	85
1186	86	85
1187	87	86
1188	88	87
1189	89	88
1190	89	89
1191	90	89
1192	91	90
1193	92	91
1194	93	92
1195	94	93
1196	95	93
1197	95	94
1198	96	95
1199	97	96
1200	98	97
1201	98	98
1202	99	99
1203	100	100
1204	100	100
1205	101	101
1206	102	102
1207	102	103
1208	103	104
1209	103	105
1210	104	106
1211	104	107
1212	104	108
1213	105	109
1214	105	110
1215	106	111
1216	106	112
1217	106	113
1218	106	114
1219	107	116
1220	107	117
1221	107	118
1222	107	119
1223	107	120
1224	108	121
1225	108	122
1226	108	123
1227	108	124
1228	108	125
1229	108	126
1230	108	127
1231	108	128
1232	108	129
1233	108	130
1234	107	131
1235	107	132
1236	107	133
1237	107	135
1238	107	136
1239	106	137
1240	106	138
1241	106	139
1242	105	140
1243	105	141
1244	105	141
1245	104	142
1246	104	143
1247	103	144
1248	103	145
1249	103	146
1250	102	147
1251	101	148
1252	101	149
1253	100	150
1254	100	150
1255	99	151
1256	98	152
1257	98	153
1258	97	154
1259	96	154
1260	96	155
1261	95	156
1262	94	156
1263	93	157
1264	92	158
1265	92	158
1266	91	159
1267	90	160
1268	89	160
1269	88	161
1270	87	161
1271	86	162
1272	85	162
1273	84	163
1274	83	163
1275	82	164
1276	81	164
1277	80	165
1278	79	165
1279	78	166
1280	77	166
1281	76	166
1282	75	167
1283	74	167
1284	73	168
1285	71	168
1286	70	168
1287	69	168
1288	68	169
1289	67	169
1290	66	169
1291	65	169
1292	63	170
1293	62	170
1294	61	170
1295	60	170
1296	59	170
1297	58	170
1298	56	170
1299	55	170
1300	54	171
1301	53	171
1302	52	171
1303	50	171
1304	49	171
1305	48	171
1306	47	171
1307	46	171
1308	44	170
1309	43	170
1310	42	170
1311	41	170
1312	40	170
1313	38	170
1314	37	170
1315	36	170
1316	35	169
1317	34	169
1318	33	169
1319	32	169
1320	30	168
1321	29	168
1322	28	168
1323	27	167
1324	26	167
1325	25	167
1326	24	166
1327	23	166
1328	22	166
1329	21	165
1330	20	165
1331	19	164
1332	18	164
1333	17	163
1334	16	163
1335	15	162
1336	14	162
1337	13	161
1338	12	161
1339	11	160
1340	10	160
1341	9	159
1342	8	158
1343	7	158
1344	7	157
1345	6	156
1346	5	156
1347	4	155
1348	4	154
1349	3	154
1350	2	153
1351	2	152
1352	1	151
1353	0	150
1354	-0	150
1355	-1	149
1356	-1	148
1357	-2	147
1358	-2	146
1359	-3	145
1360	-3	144
1361	-4	143
1362	-4	142
1363	-5	142
1364	-5	141
1365	-5	140
1366	-6	139
1367	-6	138
1368	-6	137
1369	-6	136
1370	-7	135
1371	-7	134
1372	-7	133
1373	-7	132
1374	-7	131
1375	-7	129
1376	-7	128
1377	-7	127
1378	-7	126
1379	-7	125
1380	-7	124
1381	-7	123
1382	-7	122
1383	-7	121
1384	-7	120
1385	-7	119
1386	-7	118
1387	-7	117
1388	-6	116
1389	-6	115
1390	-6	114
1391	-6	113
1392	-5	112
1393	-5	110
1394	-5	109
1395	-4	108
1396	-4	107
1397	-3	106
1398	-3	105
1399	-2	104
1400	-2	103
1401	-1	102
1402	-1	101
1403	-0	101
1404	0	100
1405	1	99
1406	2	98
1407	2	97
1408	3	96
1409	4	95
1410	4	94
1411	5	93
1412	6	92
1413	6	92
1414	7	91
1415	8	90
1416	9	89
1417	10	88
1418	10	87
1419	11	87
1420	12	86
1421	13	85
1422	14	84
1423	15	84
1424	16	83
1425	16	82
1426	17	81
1427	18	81
1428	19	80
1429	20	79
1430	21	78
1431	22	78
1432	23	77
1433	24	76
1434	25	76
1435	25	75
1436	26	74
1437	27	74
1438	28	73
1439	29	72
1440	30	72
1441	31	71
1442	32	70
1443	33	70
1444	33	69
1445	34	68
1446	35	68
1447	36	67
1448	37	66
1449	37	66
1450	38	65
1451	39	65
1452	40	64
1453	40	63
1454	41	63
1455	42	62
1456	42	61
1457	43	61
1458	44	60
1459	44	60
1460	45	59
1461	45	58
1462	46	58
1463	46	57
1464	47	56
1465	47	56
1466	48	55
1467	48	55
1468	48	54
1469	49	53
1470	49	53
1471	49	52
1472	50	51
1473	50	51
1474	50	50
1475	50	50
1476	50	49
1477	50	48
1478	50	48
1479	50	47
1480	50	46
1481	50	46
1482	50	45
1483	50	44
1484	50	44
1485	50	43
1486	49	42
1487	49	42
1488	49	41
1489	48	40
1490	48	40
1491	48	39
1492	47	38
1493	47	38
1494	46	37
1495	46	36
1496	45	36
1497	45	35
1498	44	34
1499	44	33
1500	43	33
1501	43	32
1502	42	31
1503	41	31
1504	41	30
1505	40	30
1506	39	29
1507	39	28
1508	38	28
1509	37	27
1510	37	26
1511	36	26
1512	35	25
1513	35	25
1514	34	24
1515	33	23
1516	33	23
1517	32	22
1518	31	22
1519	31	21
1520	30	21
1521	29	20
1522	28	20
1523	28	19
1524	27	19
1525	26	18
1526	26	18
1527	25	17
1528	24	17
1529	24	16
1530	23	16
1531	22	15
1532	22	15
1533	21	14
1534	20	14
1535	20	13
1536	19	13
1537	19	12
1538	18	12
1539	17	12
1540	17	11
1541	16	11
1542	16	10
1543	15	10
1544	14	10
1545	14	9
1546	13	9
1547	13	9
1548	12	8
1549	12	8
1550	11	7
1551	11	7
1552	10	7
1553	10	7
1554	9	6
1555	9	6
1556	9	6
1557	8	5
1558	8	5
1559	7	5
1560	7	5
1561	7	4
1562	6	4
1563	6	4
1564	5	4
1565	5	3
1566	5	3
1567	4	3
1568	4	3
1569	4	3
1570	4	2
1571	3	2
1572	3	2
1573	3	2
1574	2	2
1575	2	1
1576	2	1
1577	2	1
1578	2	1
1579	1	1
1580	1	1
1581	1	1
1582	1	1
1583	1	1
1584	1	0
1585	1	0
1586	0	0
1587	0	0
1588	0	0
1589	0	0
1590	0	0
1591	0	0
1592	0	0
1593	0	0
1594	0	0
1595	0	0
1596	0	0
1597	0	0
1598	0	0
1599	0	0
1600	0	0
1601	0	0
1602	0	0
1603	0	0
1604	0	0
1605	0	0
1606	0	0
1607	0	0
1608	0	0
1609	0	0
1610	0	0
1611	0	0
1612	0	0
1613	0	0
1614	0	0
1615	0	0
1616	0	0
1617	0	0
1618	0	0
1619	0	0
1620	0	0
1621	0	0
1622	0	0
1623	0	0
1624	0	0
1625	0	0
1626	0	0
1627	0	0
1628	0	0
1629	0	0
1630	0	0
1631	0	0
1632	0	0
1633	0	0
1634	0	0
1635	0	0
1636	0	0
1637	0	0
1638	0	0
1639	0	0
1640	0	0
1641	0	0
1642	0	0
1643	0	0
1644	0	0
1645	0	0
1646	0	0
1647	0	0
1648	0	0
1649	0	0
1650	0	0
1651	0	0
1652	0	0
1653	0	0
1654	0	0
1655	0	0
1656	0	0
1657	0	0
1658	0	0
1659	0	0
1660	0	0
1661	0	0
1662	0	0
1663	0	0
1664	0	0
1665	0	0
1666	0	0
1667	0	0
1668	0	0
1669	0	0
1670	0	0
1671	0	0
1672	0	0
1673	0	0
1674	0	0
1675	0	0
1676	0	0
1677	0	0
1678	0	0
1679	0	0
1680	0	0
1681	0	0
1682	0	0
1683	0	0
1684	0	0
1685	0	0
1686	0	0
1687	0	0
1688	0	0
1689	0	0
1690	0	0
1691	0	0
1692	0	0
1693	0	0
1694	0	0
1695	0	0
1696	0	0
1697	0	0
1698	0	0
1699	0	0
1700	0	0
1701	0	0
1702	0	0
1703	0	0
1704	0	0
1705	0	0
1706	0	0
