CYCLE	CMDPOS2
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	1
577	1
578	1
579	1
580	1
581	1
582	1
583	1
584	2
585	2
586	2
587	2
588	2
589	2
590	3
591	3
592	3
593	3
594	3
595	3
596	4
597	4
598	4
599	4
600	4
601	4
602	4
603	5
604	5
605	5
606	5
607	5
608	5
609	6
610	6
611	6
612	6
613	6
614	6
615	7
616	7
617	7
618	7
619	7
620	7
621	8
622	8
623	8
624	8
625	8
626	8
627	8
628	9
629	9
630	9
631	9
632	9
633	9
634	10
635	10
636	10
637	10
638	10
639	10
640	11
641	11
642	11
643	11
644	11
645	11
646	12
647	12
648	12
649	12
650	12
651	12
652	12
653	13
654	13
655	13
656	13
657	13
658	13
659	14
660	14
661	14
662	14
663	14
664	14
665	15
666	15
667	15
668	15
669	15
670	15
671	16
672	16
673	16
674	16
675	16
676	16
677	16
678	17
679	17
680	17
681	17
682	17
683	17
684	18
685	18
686	18
687	18
688	18
689	18
690	19
691	19
692	19
693	19
694	19
695	19
696	20
697	20
698	20
699	20
700	20
701	20
702	20
703	21
704	21
705	21
706	21
707	21
708	21
709	22
710	22
711	22
712	22
713	22
714	22
715	23
716	23
717	23
718	23
719	23
720	23
721	24
722	24
723	24
724	24
725	24
726	24
727	24
728	25
729	25
730	25
731	25
732	25
733	25
734	26
735	26
736	26
737	26
738	26
739	26
740	27
741	27
742	27
743	27
744	27
745	27
746	28
747	28
748	28
749	28
750	28
751	28
752	28
753	29
754	29
755	29
756	29
757	29
758	29
759	30
760	30
761	30
762	30
763	30
764	30
765	31
766	31
767	31
768	31
769	31
770	31
771	32
772	32
773	32
774	32
775	32
776	32
777	32
778	33
779	33
780	33
781	33
782	33
783	33
784	34
785	34
786	34
787	34
788	34
789	34
790	35
791	35
792	35
793	35
794	35
795	35
796	36
797	36
798	36
799	36
800	36
801	36
802	36
803	37
804	37
805	37
806	37
807	37
808	37
809	38
810	38
811	38
812	38
813	38
814	38
815	39
816	39
817	39
818	39
819	39
820	39
821	40
822	40
823	40
824	40
825	40
826	40
827	40
828	41
829	41
830	41
831	41
832	41
833	41
834	42
835	42
836	42
837	42
838	42
839	42
840	43
841	43
842	43
