CYCLE	CMDPOS0	CMDPOS1	CMDPOS2
1234	0	0	0
1235	0	0	0
1236	0	0	0
1237	0	0	0
1238	0	0	0
1239	0	0	0
1240	0	0	0
1241	0	0	0
1242	0	0	0
1243	0	0	0
1244	0	0	0
1245	0	0	0
1246	0	0	0
1247	0	0	0
1248	0	0	0
1249	0	0	0
1250	0	0	0
1251	0	0	0
1252	0	0	0
1253	0	0	0
1254	0	0	0
1255	0	0	0
1256	0	0	0
1257	0	0	0
1258	0	0	0
1259	0	0	0
1260	0	0	0
1261	0	0	0
1262	0	0	0
1263	0	0	0
1264	0	0	0
1265	0	0	0
1266	0	0	0
1267	0	0	0
1268	0	0	0
1269	0	0	0
1270	0	0	0
1271	0	0	0
1272	0	0	0
1273	0	0	0
1274	0	0	0
1275	0	0	0
1276	0	0	1
1277	0	0	1
1278	1	0	1
1279	1	1	1
1280	1	1	1
1281	1	1	1
1282	1	1	1
1283	1	1	1
1284	1	1	1
1285	1	1	1
1286	1	1	1
1287	1	1	1
1288	1	1	1
1289	1	1	1
1290	1	1	1
1291	1	1	1
1292	1	1	1
1293	1	1	1
1294	1	1	1
1295	1	1	1
1296	1	1	1
1297	1	1	1
1298	1	1	2
1299	1	1	2
1300	1	1	2
1301	2	1	2
1302	2	2	2
1303	2	2	2
1304	2	2	2
1305	2	2	2
1306	2	2	2
1307	2	2	2
1308	2	2	2
1309	2	2	2
1310	2	2	2
1311	2	2	2
1312	2	2	3
1313	2	2	3
1314	2	2	3
1315	2	2	3
1316	2	2	3
1317	2	2	3
1318	3	2	3
1319	3	3	3
1320	3	3	3
1321	3	3	3
1322	3	3	3
1323	3	3	4
1324	3	3	4
1325	3	3	4
1326	3	3	4
1327	3	3	4
1328	3	3	4
1329	3	3	4
1330	3	3	4
1331	3	3	4
1332	4	4	5
1333	4	4	5
1334	4	4	5
1335	4	4	5
1336	4	4	5
1337	4	4	5
1338	4	4	5
1339	4	4	5
1340	4	4	5
1341	4	4	6
1342	4	4	6
1343	4	4	6
1344	5	5	6
1345	5	5	6
1346	5	5	6
1347	5	5	6
1348	5	5	7
1349	5	5	7
1350	5	5	7
1351	5	5	7
1352	5	5	7
1353	5	5	7
1354	5	5	8
1355	5	6	8
1356	6	6	8
1357	6	6	8
1358	6	6	8
1359	6	6	8
1360	6	6	9
1361	6	6	9
1362	6	6	9
1363	6	6	9
1364	6	6	9
1365	6	7	9
1366	6	7	10
1367	7	7	10
1368	7	7	10
1369	7	7	10
