CYCLE	CMDPOS0	CMDPOS1
898	0	0
899	0	0
900	0	0
901	0	0
902	0	0
903	0	0
904	0	0
905	0	0
906	0	0
907	0	-0
908	0	-0
909	0	-0
910	0	-0
911	0	-0
912	0	-0
913	0	-0
914	0	-0
915	0	-0
916	1	-0
917	1	-0
918	1	-0
919	1	-0
920	1	-0
921	1	-0
922	1	-0
923	2	-0
924	2	-0
925	2	-1
926	2	-1
927	2	-1
928	3	-1
929	3	-1
930	3	-1
931	3	-1
932	4	-1
933	4	-1
934	4	-1
935	5	-1
936	5	-1
937	5	-1
938	6	-1
939	6	-1
940	6	-2
941	7	-2
942	7	-2
943	7	-2
944	8	-2
945	8	-2
946	8	-2
947	9	-2
948	9	-2
949	10	-2
950	10	-2
951	10	-3
952	11	-3
953	11	-3
954	12	-3
955	12	-3
956	13	-3
957	13	-3
958	14	-3
959	14	-3
960	15	-3
961	15	-4
962	16	-4
963	16	-4
964	17	-4
965	17	-4
966	18	-4
967	18	-4
968	19	-4
969	19	-5
970	20	-5
971	20	-5
972	21	-5
973	21	-5
974	22	-5
975	23	-5
976	23	-5
977	24	-6
978	24	-6
979	25	-6
980	26	-6
981	26	-6
982	27	-6
983	27	-6
984	28	-6
985	29	-7
986	29	-7
987	30	-7
988	30	-7
989	31	-7
990	32	-7
991	32	-7
992	33	-7
993	34	-8
994	34	-8
995	35	-8
996	36	-8
997	36	-8
998	37	-8
999	38	-8
1000	38	-9
1001	39	-9
1002	40	-9
1003	40	-9
1004	41	-9
1005	42	-9
1006	42	-9
1007	43	-9
1008	44	-10
1009	44	-10
1010	45	-10
1011	46	-10
1012	46	-10
1013	47	-10
1014	48	-10
1015	48	-10
1016	49	-11
1017	50	-11
1018	50	-11
1019	51	-11
1020	52	-11
1021	52	-11
1022	53	-11
1023	54	-11
1024	55	-12
1025	55	-12
1026	56	-12
1027	57	-12
1028	57	-12
1029	58	-12
1030	59	-12
1031	59	-12
1032	60	-12
1033	61	-13
1034	61	-13
1035	62	-13
1036	63	-13
1037	63	-13
1038	64	-13
1039	65	-13
1040	65	-13
1041	66	-13
1042	67	-13
1043	67	-14
1044	68	-14
1045	69	-14
1046	69	-14
1047	70	-14
1048	71	-14
1049	71	-14
1050	72	-14
1051	73	-14
1052	73	-14
1053	74	-14
1054	75	-14
1055	75	-15
1056	76	-15
1057	77	-15
1058	77	-15
1059	78	-15
1060	78	-15
1061	79	-15
1062	80	-15
1063	80	-15
1064	81	-15
1065	81	-15
1066	82	-15
1067	83	-15
1068	83	-15
1069	84	-15
1070	84	-15
1071	85	-15
1072	86	-15
1073	86	-15
1074	87	-15
1075	87	-16
1076	88	-16
1077	88	-16
1078	89	-16
1079	89	-16
1080	90	-16
1081	90	-16
1082	91	-16
1083	91	-16
1084	92	-16
1085	92	-16
1086	93	-16
1087	93	-16
1088	94	-16
1089	94	-16
1090	95	-16
1091	95	-16
1092	96	-15
1093	96	-15
1094	97	-15
1095	97	-15
1096	97	-15
1097	98	-15
1098	98	-15
1099	99	-15
1100	99	-15
1101	99	-15
1102	100	-15
1103	100	-15
1104	100	-15
1105	101	-15
1106	101	-15
1107	101	-15
1108	102	-15
1109	102	-14
1110	102	-14
1111	103	-14
1112	103	-14
1113	103	-14
1114	104	-14
1115	104	-14
1116	104	-14
1117	104	-14
1118	104	-14
1119	105	-13
1120	105	-13
1121	105	-13
1122	105	-13
1123	105	-13
1124	106	-13
1125	106	-13
1126	106	-12
1127	106	-12
1128	106	-12
