CYCLE	CMDPOS1
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	1
586	1
587	1
588	1
589	1
590	1
591	1
592	2
593	2
594	2
595	2
596	2
597	3
598	3
599	3
600	3
601	4
602	4
603	4
604	4
605	5
606	5
607	5
608	6
609	6
610	6
611	7
612	7
613	8
614	8
615	8
616	9
617	9
618	10
619	10
620	10
621	11
622	11
623	12
624	12
625	13
626	13
627	14
628	14
629	15
630	16
631	16
632	17
633	17
634	18
635	18
636	19
637	20
638	20
639	21
640	22
641	22
642	23
643	24
644	24
645	25
646	26
647	26
648	27
649	28
650	29
651	29
652	30
653	31
654	32
655	33
656	33
657	34
658	35
659	36
660	37
661	38
662	38
663	39
664	40
665	41
666	42
667	43
668	44
669	45
670	46
671	47
672	48
673	49
674	50
675	51
676	52
677	53
678	54
679	55
680	56
681	57
682	58
683	59
684	60
685	61
686	62
687	63
688	64
689	66
690	67
691	68
692	69
693	70
694	71
695	73
696	74
697	75
698	76
699	77
700	79
701	80
702	81
703	83
704	84
705	85
706	86
707	88
708	89
709	90
710	92
711	93
712	94
713	96
714	97
715	99
716	100
717	101
718	103
719	104
720	106
721	107
722	108
723	110
724	111
725	112
726	114
727	115
728	116
729	117
730	119
731	120
732	121
733	123
734	124
735	125
736	126
737	127
738	129
739	130
740	131
741	132
742	133
743	134
744	136
745	137
746	138
747	139
748	140
749	141
750	142
751	143
752	144
753	145
754	146
755	147
756	148
757	149
758	150
759	151
760	152
761	153
762	154
763	155
764	156
765	157
766	158
767	159
768	160
769	161
770	162
771	162
772	163
773	164
774	165
775	166
776	167
777	167
778	168
779	169
780	170
781	171
782	171
783	172
784	173
785	174
786	174
787	175
788	176
789	176
790	177
791	178
792	178
793	179
794	180
795	180
796	181
797	182
798	182
799	183
800	183
801	184
802	184
803	185
804	186
805	186
806	187
807	187
808	188
809	188
810	189
811	189
812	190
813	190
814	190
815	191
816	191
817	192
818	192
819	192
820	193
821	193
822	194
823	194
824	194
825	195
826	195
827	195
828	196
829	196
830	196
831	196
832	197
833	197
834	197
835	197
836	198
837	198
838	198
839	198
840	198
841	199
842	199
843	199
844	199
845	199
846	199
847	199
848	200
849	200
850	200
851	200
852	200
853	200
854	200
855	200
856	200
857	200
858	200
859	200
860	200
861	200
862	200
863	200
864	200
865	200
866	200
867	200
868	200
869	200
870	200
871	200
872	200
873	200
874	200
875	200
876	200
877	200
878	200
879	200
880	200
881	200
882	200
883	200
884	200
885	200
886	200
887	200
888	200
889	200
890	200
891	200
892	200
893	200
894	200
895	200
896	200
897	200
898	200
899	200
900	200
901	200
902	200
903	200
904	200
905	200
906	200
907	200
908	200
909	200
910	200
911	200
912	200
913	200
914	200
915	200
916	200
917	200
918	200
919	200
920	200
921	200
922	200
923	200
924	200
925	200
