CYCLE	CMDPOS0	CMDPOS1	CMDPOS2
1234	0	0	0
1235	0	0	0
1236	0	0	0
1237	0	0	0
1238	0	0	0
1239	0	0	0
1240	0	0	0
1241	0	0	0
1242	0	0	0
1243	0	0	0
1244	0	0	0
1245	0	0	0
1246	0	0	0
1247	0	0	0
1248	0	0	0
1249	0	0	0
1250	0	0	0
1251	0	0	0
1252	0	0	0
1253	0	0	0
1254	0	0	0
1255	0	0	0
1256	0	0	0
1257	0	0	0
1258	0	0	0
1259	0	0	0
1260	0	0	0
1261	0	0	0
1262	0	0	0
1263	0	0	0
1264	1	0	0
1265	1	0	0
1266	1	0	0
1267	1	0	0
1268	1	0	0
1269	1	0	0
1270	1	0	0
1271	1	0	0
1272	1	0	0
1273	1	0	0
1274	1	0	0
1275	1	0	0
1276	1	0	0
1277	1	0	0
1278	1	0	0
1279	1	0	0
1280	1	0	0
1281	1	0	0
1282	1	0	0
1283	2	0	0
1284	2	0	0
1285	2	0	0
1286	2	0	0
1287	2	0	0
1288	2	0	0
1289	2	0	0
1290	2	0	0
1291	2	0	0
1292	2	0	0
1293	2	0	0
1294	2	0	0
1295	2	0	0
1296	2	0	0
1297	2	0	0
1298	2	0	0
1299	2	0	0
1300	2	0	0
1301	2	0	0
1302	2	0	0
1303	2	0	0
1304	2	0	0
1305	2	0	0
1306	2	0	0
1307	2	0	0
1308	2	0	0
1309	2	0	0
1310	2	0	0
1311	2	0	0
1312	2	0	0
1313	2	0	0
1314	2	0	0
1315	2	0	0
1316	2	0	0
1317	2	0	0
1318	2	0	0
1319	2	0	0
1320	2	0	0
1321	2	0	0
1322	2	0	0
1323	2	0	0
1324	2	0	0
1325	2	0	0
1326	2	0	0
1327	2	0	0
1328	2	0	0
1329	2	0	0
1330	2	0	0
1331	2	0	0
1332	2	0	0
1333	2	0	0
1334	2	0	0
1335	2	0	0
1336	2	0	0
1337	2	0	0
1338	2	0	0
1339	2	0	0
1340	2	0	0
1341	2	0	0
1342	2	0	0
1343	2	0	0
1344	2	0	0
1345	2	0	0
1346	2	0	0
1347	2	0	0
1348	2	0	0
1349	2	0	0
1350	2	0	0
1351	2	0	0
1352	2	0	0
1353	2	0	0
1354	2	0	0
1355	2	0	0
1356	2	0	0
1357	2	0	0
1358	2	0	0
1359	2	0	0
1360	2	0	0
1361	2	0	0
1362	2	0	0
1363	2	0	0
1364	2	0	0
1365	2	0	0
1366	2	0	0
1367	2	0	0
1368	2	0	0
1369	2	0	0
