CYCLE	CMDPOS0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	1
590	1
591	1
592	1
593	1
594	1
595	1
596	1
597	2
598	2
599	2
600	2
601	2
602	3
603	3
604	3
605	3
606	4
607	4
608	4
609	5
610	5
611	5
612	5
613	6
614	6
615	6
616	7
617	7
618	8
619	8
620	8
621	9
622	9
623	10
624	10
625	11
626	11
627	12
628	12
629	13
630	13
631	14
632	14
633	15
634	15
635	16
636	16
637	17
638	17
639	18
640	19
641	19
642	20
643	20
644	21
645	22
646	22
647	23
648	24
649	25
650	25
651	26
652	27
653	27
654	28
655	29
656	30
657	30
658	31
659	32
660	33
661	34
662	34
663	35
664	36
665	37
666	38
667	39
668	40
669	41
670	41
671	42
672	43
673	44
674	45
675	46
676	47
677	48
678	49
679	50
680	51
681	52
682	53
683	54
684	55
685	56
686	57
687	58
688	59
689	60
690	61
691	62
692	63
693	64
694	65
695	66
696	67
697	68
698	69
699	70
700	71
701	72
702	73
703	74
704	75
705	76
706	77
707	78
708	79
709	80
710	81
711	82
712	83
713	84
714	85
715	86
716	87
717	88
718	89
719	90
720	91
721	92
722	93
723	94
724	95
725	96
726	97
727	98
728	99
729	100
730	101
731	102
732	103
733	104
734	105
735	106
736	107
737	108
738	109
739	110
740	111
741	112
742	113
743	114
744	115
745	116
746	117
747	118
748	119
749	120
750	121
751	122
752	123
753	124
754	125
755	126
756	127
757	128
758	129
759	130
760	131
761	132
762	133
763	134
764	135
765	136
766	137
767	138
768	139
769	140
770	140
771	141
772	142
773	143
774	144
775	145
776	146
777	146
778	147
779	148
780	149
781	150
782	150
783	151
784	152
785	153
786	153
787	154
788	155
789	156
790	156
791	157
792	158
793	158
794	159
795	160
796	160
797	161
798	161
799	162
800	163
801	163
802	164
803	164
804	165
805	165
806	166
807	166
808	167
809	168
810	168
811	168
812	169
813	169
814	170
815	170
816	171
817	171
818	172
819	172
820	172
821	173
822	173
823	173
824	174
825	174
826	174
827	175
828	175
829	175
830	176
831	176
832	176
833	177
834	177
835	177
836	177
837	177
838	178
839	178
840	178
841	178
842	178
843	179
844	179
845	179
846	179
847	179
848	179
849	179
850	180
851	180
852	180
853	180
854	180
855	180
856	180
857	180
858	180
859	180
860	180
861	180
862	180
863	180
864	180
865	180
866	180
867	180
868	180
869	180
870	180
871	180
872	180
873	180
874	180
875	180
876	180
877	180
878	180
879	180
880	180
881	180
882	180
883	180
884	180
885	180
886	180
887	180
888	180
889	180
890	180
891	180
892	180
893	180
894	180
895	180
896	180
897	180
898	180
899	180
900	180
901	180
902	180
903	180
904	180
905	180
906	180
907	180
908	180
909	180
910	180
911	180
912	180
913	180
914	180
915	180
916	180
917	180
918	180
919	180
920	180
921	180
922	180
923	180
924	180
925	180
926	180
927	180
928	180
929	180
930	180
931	180
932	180
933	180
934	180
935	180
936	180
937	180
938	180
939	180
940	180
941	180
942	180
943	180
944	180
