CYCLE	CMDPOS0	CMDPOS1	CMDPOS2
1268	0	0	0
1269	0	0	0
1270	0	0	0
1271	0	0	0
1272	0	0	0
1273	0	0	0
1274	0	0	0
1275	0	0	0
1276	0	0	0
1277	0	0	0
1278	0	0	0
1279	0	0	0
1280	0	0	0
1281	0	0	0
1282	0	0	0
1283	0	0	0
1284	0	0	0
1285	0	0	0
1286	0	0	0
1287	0	0	0
1288	0	0	0
1289	0	0	0
1290	0	0	0
1291	0	0	0
1292	0	0	0
1293	0	0	0
1294	0	0	0
1295	0	0	0
1296	0	0	0
1297	0	0	0
1298	0	0	0
1299	0	0	0
1300	1	0	0
1301	1	0	0
1302	1	0	0
1303	1	0	0
1304	1	0	0
1305	1	0	0
1306	1	0	0
1307	1	0	0
1308	1	0	0
1309	1	0	0
1310	1	0	0
1311	1	0	0
1312	1	0	0
1313	1	0	0
1314	1	0	0
1315	1	0	0
1316	2	0	0
1317	2	0	0
1318	2	0	0
1319	2	0	0
1320	2	0	0
1321	2	0	0
1322	2	0	0
1323	2	0	0
1324	2	0	0
1325	2	0	0
1326	2	0	0
1327	2	0	0
1328	3	0	0
1329	3	0	0
1330	3	0	0
1331	3	0	0
1332	3	0	0
1333	3	0	0
1334	3	0	0
1335	3	0	0
1336	3	0	0
1337	4	0	0
1338	4	0	0
1339	4	0	0
1340	4	0	0
1341	4	0	0
1342	4	0	0
1343	4	0	0
1344	4	0	0
1345	5	0	0
1346	5	0	0
1347	5	0	0
1348	5	0	0
1349	5	0	0
1350	5	0	0
1351	5	0	0
1352	6	0	0
1353	6	0	0
1354	6	0	0
1355	6	0	0
1356	6	0	0
1357	6	0	0
1358	7	0	0
1359	7	0	0
1360	7	0	0
1361	7	0	0
1362	7	0	0
1363	7	0	0
1364	8	0	0
1365	8	0	0
1366	8	0	0
1367	8	0	0
1368	8	0	0
1369	8	0	0
1370	9	0	0
1371	9	0	0
1372	9	0	0
1373	9	0	0
1374	9	0	0
1375	10	0	0
1376	10	0	0
1377	10	0	0
1378	10	0	0
1379	10	0	0
1380	11	0	0
1381	11	0	0
1382	11	0	0
1383	11	0	0
1384	11	0	0
1385	12	0	0
1386	12	0	0
1387	12	0	0
1388	12	0	0
1389	13	0	0
1390	13	0	0
1391	13	0	0
1392	13	0	0
1393	13	0	0
1394	14	0	0
1395	14	0	0
1396	14	0	0
1397	14	0	0
1398	15	0	0
1399	15	0	0
1400	15	0	0
1401	15	0	0
1402	16	0	0
1403	16	0	0
1404	16	0	0
1405	16	0	0
1406	17	0	0
1407	17	0	0
1408	17	0	0
1409	17	0	0
1410	18	0	0
1411	18	0	0
1412	18	0	0
1413	18	0	0
1414	19	0	0
1415	19	0	0
1416	19	0	0
1417	20	0	0
1418	20	0	0
1419	20	0	0
1420	20	0	0
1421	21	0	0
1422	21	0	0
1423	21	0	0
1424	22	0	0
1425	22	0	0
1426	22	0	0
1427	22	0	0
1428	23	0	0
1429	23	0	0
1430	23	0	0
1431	24	0	0
1432	24	0	0
1433	24	0	0
1434	25	0	0
1435	25	0	0
1436	25	0	0
1437	26	0	0
1438	26	0	0
1439	26	0	0
1440	27	0	0
1441	27	0	0
1442	27	0	0
1443	28	0	0
1444	28	0	0
1445	28	0	0
1446	29	0	0
1447	29	0	0
1448	29	0	0
1449	30	0	0
1450	30	0	0
1451	30	0	0
1452	31	0	0
1453	31	0	0
1454	31	0	0
1455	32	0	0
1456	32	0	0
1457	32	0	0
1458	33	0	0
1459	33	0	0
1460	33	0	0
1461	34	0	0
1462	34	0	0
1463	35	0	0
1464	35	0	0
1465	35	0	0
1466	36	0	0
1467	36	0	0
1468	36	0	0
1469	37	0	0
1470	37	0	0
1471	38	0	0
1472	38	0	0
1473	38	0	0
1474	39	0	0
1475	39	0	0
1476	40	0	0
1477	40	0	0
1478	40	0	0
1479	41	0	0
1480	41	0	0
1481	42	0	0
1482	42	0	0
1483	42	0	0
1484	43	0	0
1485	43	0	0
1486	44	0	0
1487	44	0	0
1488	44	0	0
1489	45	0	0
1490	45	0	0
1491	46	0	0
1492	46	0	0
1493	47	0	0
1494	47	0	0
1495	47	0	0
1496	48	0	0
1497	48	0	0
1498	49	0	0
1499	49	0	0
1500	50	0	0
1501	50	0	0
1502	51	0	0
1503	51	0	0
1504	51	0	0
1505	52	0	0
1506	52	0	0
1507	53	0	0
1508	53	0	0
1509	54	0	0
1510	54	0	0
1511	55	0	0
1512	55	0	0
1513	56	0	0
1514	56	0	0
1515	57	0	0
1516	57	0	0
1517	57	0	0
1518	58	0	0
1519	58	0	0
1520	59	0	0
1521	59	0	0
1522	60	0	0
1523	60	0	0
1524	61	0	0
1525	61	0	0
1526	62	0	0
1527	62	0	0
1528	63	0	0
1529	63	0	0
1530	64	0	0
1531	64	0	0
1532	65	0	0
1533	65	0	0
1534	66	0	0
1535	66	0	0
1536	67	0	0
1537	67	0	0
1538	68	0	0
1539	69	0	0
1540	69	0	0
1541	70	0	0
1542	70	-0	0
1543	70	-0	1
1544	69	-1	2
1545	69	-1	3
1546	68	-1	4
1547	68	-2	5
1548	68	-2	6
1549	67	-2	7
1550	67	-3	8
1551	66	-3	9
1552	66	-3	10
1553	66	-4	12
1554	65	-4	13
1555	65	-4	14
1556	64	-4	15
1557	64	-5	16
1558	63	-5	17
1559	63	-5	18
1560	62	-5	19
1561	62	-6	20
