CYCLE	CMDPOS4	CMDPOS5	CMDPOS8
1234	0	0	0
1235	0	0	0
1236	0	0	0
1237	0	0	0
1238	0	0	0
1239	0	0	0
1240	0	0	0
1241	0	0	0
1242	0	0	0
1243	-0	0	0
1244	-0	0	0
1245	-0	0	0
1246	-0	0	0
1247	-0	0	0
1248	-0	0	0
1249	-0	0	0
1250	-0	0	0
1251	-0	0	0
1252	-0	0	0
1253	-0	0	0
1254	-1	0	0
1255	-1	1	0
1256	-1	1	0
1257	-1	1	0
1258	-1	1	0
1259	-1	1	0
1260	-1	1	0
1261	-1	1	0
1262	-2	1	0
1263	-2	1	0
1264	-2	2	0
1265	-2	2	0
1266	-2	2	0
1267	-2	2	0
1268	-3	2	0
1269	-3	2	0
1270	-3	3	0
1271	-3	3	0
1272	-3	3	0
1273	-4	3	0
1274	-4	3	0
1275	-4	4	0
1276	-4	4	0
1277	-5	4	0
1278	-5	4	0
1279	-5	4	0
1280	-5	5	1
1281	-6	5	1
1282	-6	5	1
1283	-6	6	1
1284	-7	6	1
1285	-7	6	1
1286	-7	6	1
1287	-8	7	1
1288	-8	7	1
1289	-8	7	1
1290	-9	8	1
1291	-9	8	1
1292	-9	8	1
1293	-10	9	1
1294	-10	9	1
1295	-10	9	1
1296	-11	10	1
1297	-11	10	1
1298	-11	11	1
1299	-12	11	1
1300	-12	11	1
1301	-13	12	1
1302	-13	12	1
1303	-14	13	1
1304	-14	13	1
1305	-14	14	1
1306	-15	14	1
1307	-15	15	2
1308	-16	15	2
1309	-16	16	2
1310	-17	16	2
1311	-17	17	2
1312	-17	17	2
1313	-18	18	2
1314	-18	18	2
1315	-19	19	2
1316	-19	19	2
1317	-20	20	2
1318	-20	20	2
1319	-21	21	2
1320	-21	22	2
1321	-22	22	2
1322	-22	23	2
1323	-23	23	2
1324	-23	24	2
1325	-24	25	2
1326	-24	25	3
1327	-25	26	3
1328	-25	27	3
1329	-26	27	3
1330	-26	28	3
1331	-27	29	3
1332	-27	30	3
1333	-28	30	3
1334	-28	31	3
1335	-29	32	3
1336	-29	33	3
1337	-30	33	3
1338	-30	34	3
1339	-31	35	3
1340	-32	36	3
1341	-32	37	3
1342	-33	37	4
1343	-33	38	4
1344	-34	39	4
1345	-34	40	4
1346	-35	41	4
1347	-35	42	4
1348	-36	43	4
1349	-36	44	4
1350	-37	45	4
1351	-37	46	4
1352	-38	46	4
1353	-38	47	4
1354	-39	48	4
1355	-39	49	5
1356	-40	50	5
