CYCLE	CMDPOS0	CMDPOS1	CMDPOS2
1218	0	0	0
1219	0	0	0
1220	0	0	0
1221	0	0	0
1222	0	0	0
1223	0	0	0
1224	0	0	0
1225	0	0	0
1226	0	0	0
1227	0	0	0
1228	0	0	0
1229	0	0	0
1230	0	0	0
1231	0	0	0
1232	0	0	0
1233	0	0	0
1234	0	0	0
1235	0	0	0
1236	0	0	0
1237	0	0	0
1238	0	0	0
1239	0	0	0
1240	0	0	0
1241	0	0	0
1242	1	0	0
1243	1	0	0
1244	1	0	0
1245	1	0	0
1246	1	0	0
1247	1	0	0
1248	1	0	0
1249	1	0	0
1250	1	0	0
1251	1	0	0
1252	2	0	0
1253	2	0	0
1254	2	0	0
1255	2	0	0
1256	2	0	0
1257	2	0	0
1258	2	0	0
1259	3	0	0
1260	3	0	0
1261	3	0	0
1262	3	0	0
1263	3	0	0
1264	3	0	0
1265	4	0	0
1266	4	0	0
1267	4	0	0
1268	4	0	0
1269	4	0	0
1270	5	0	0
1271	5	0	0
1272	5	0	0
1273	5	0	0
1274	6	0	0
1275	6	0	0
1276	6	0	0
1277	6	0	0
1278	7	0	0
1279	7	0	0
1280	7	0	0
1281	7	0	0
1282	8	0	0
1283	8	0	0
1284	8	0	0
1285	8	0	0
1286	9	0	0
1287	9	0	0
1288	9	0	0
1289	10	0	0
1290	10	0	0
1291	10	0	0
1292	11	0	0
1293	11	0	0
1294	11	0	0
1295	12	0	0
1296	12	0	0
1297	12	0	0
1298	13	0	0
1299	13	0	0
1300	13	0	0
1301	14	0	0
1302	14	0	0
1303	14	0	0
1304	15	0	0
1305	15	0	0
1306	16	0	0
1307	16	0	0
1308	16	0	0
1309	17	0	0
1310	17	0	0
1311	18	0	0
1312	18	0	0
1313	18	0	0
1314	19	0	0
1315	19	0	0
1316	20	0	0
1317	20	0	0
1318	21	0	0
1319	21	0	0
1320	22	0	0
1321	22	0	0
1322	23	0	0
1323	23	0	0
1324	24	0	0
1325	24	0	0
1326	24	0	0
1327	25	0	0
1328	25	0	0
1329	26	0	0
1330	26	0	0
1331	27	0	0
1332	27	0	0
1333	28	0	0
1334	28	0	0
1335	29	0	0
1336	29	0	0
1337	30	0	0
1338	30	0	0
1339	31	0	0
1340	31	0	0
1341	32	0	0
1342	32	0	0
1343	33	0	0
1344	33	0	0
1345	34	0	0
1346	34	0	0
1347	35	0	0
1348	35	0	0
1349	36	0	0
1350	36	0	0
1351	37	0	0
1352	37	0	0
1353	38	0	0
1354	38	0	0
1355	39	0	0
1356	39	0	0
1357	40	0	0
1358	40	0	0
1359	41	0	0
1360	41	0	0
1361	42	0	0
1362	42	0	0
1363	43	0	0
1364	43	0	0
1365	44	0	0
1366	44	0	0
1367	45	0	0
1368	45	0	0
1369	46	0	0
1370	46	0	0
1371	47	0	0
1372	47	0	0
1373	48	0	0
1374	48	0	0
1375	49	0	0
1376	49	0	0
1377	50	0	0
1378	50	0	0
1379	51	0	0
1380	51	0	0
1381	52	0	0
1382	52	0	0
1383	53	0	0
1384	53	0	0
1385	54	0	0
1386	54	0	0
1387	55	0	0
1388	55	0	0
1389	56	0	0
1390	56	0	0
1391	57	0	0
1392	57	0	0
1393	58	0	0
1394	58	0	0
1395	59	0	0
1396	59	0	0
1397	60	0	0
1398	60	0	0
1399	61	0	0
1400	61	0	0
1401	62	0	0
1402	62	0	0
1403	63	0	0
1404	63	0	0
1405	64	0	0
1406	64	0	0
1407	65	0	0
1408	65	0	0
1409	66	0	0
1410	66	0	0
1411	67	0	0
1412	67	0	0
1413	68	0	0
1414	68	0	0
1415	69	0	0
1416	69	0	0
1417	70	0	0
1418	70	0	0
1419	71	0	0
1420	71	0	0
1421	72	0	0
1422	72	0	0
1423	73	0	0
1424	73	0	0
1425	74	0	0
1426	74	0	0
1427	75	0	0
