CYCLE	CMDPOS0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	1
595	1
596	1
597	1
598	1
599	1
600	1
601	1
602	2
603	2
604	2
605	2
606	2
607	3
608	3
609	3
610	3
611	4
612	4
613	4
614	5
615	5
616	5
617	5
618	6
619	6
620	6
621	7
622	7
623	8
624	8
625	8
626	9
627	9
628	10
629	10
630	11
631	11
632	12
633	12
634	13
635	13
636	14
637	14
638	15
639	15
640	16
641	16
642	17
643	17
644	18
645	19
646	19
647	20
648	20
649	21
650	22
651	22
652	23
653	24
654	25
655	25
656	26
657	27
658	27
659	28
660	29
661	30
662	30
663	31
664	32
665	33
666	34
667	34
668	35
669	36
670	37
671	38
672	39
673	40
674	41
675	41
676	42
677	43
678	44
679	45
680	46
681	47
682	48
683	49
684	50
685	51
686	52
687	53
688	54
689	55
690	56
691	57
692	58
693	59
694	60
695	61
696	62
697	63
698	64
699	65
700	66
701	67
702	68
703	69
704	70
705	71
706	72
707	73
708	74
709	75
710	76
711	77
712	78
713	79
714	80
715	81
716	82
717	83
718	84
719	85
720	86
721	87
722	88
723	89
724	90
725	91
726	92
727	93
728	94
729	95
730	96
731	97
732	98
733	99
734	100
735	101
736	102
737	103
738	104
739	105
740	106
741	107
742	108
743	109
744	110
745	111
746	112
747	113
748	114
749	115
750	116
751	117
752	118
753	119
754	120
755	121
756	122
757	123
758	123
759	123
760	123
761	123
762	123
763	123
764	123
765	123
766	123
767	123
768	123
769	122
770	122
771	122
772	122
773	122
774	122
775	122
776	121
777	121
778	121
779	121
780	121
781	120
782	120
783	120
784	120
785	119
786	119
787	119
788	119
789	118
790	118
791	118
792	117
793	117
794	117
795	116
796	116
797	115
798	115
799	115
800	114
801	114
802	113
803	113
804	112
805	112
806	112
807	111
808	111
809	110
810	110
811	109
812	108
813	108
814	107
815	107
816	106
817	106
818	105
819	104
820	104
821	103
822	103
823	102
824	101
825	101
826	100
827	99
828	99
829	98
830	97
831	97
832	96
833	95
834	94
835	94
836	93
837	92
838	92
839	91
840	90
841	90
842	89
843	89
844	88
845	87
846	87
847	86
848	86
849	85
850	85
851	84
852	83
853	83
854	82
855	82
856	81
857	81
858	81
859	80
860	80
861	79
862	79
863	78
864	78
865	78
866	77
867	77
868	76
869	76
870	76
871	75
872	75
873	75
874	74
875	74
876	74
877	74
878	73
879	73
880	73
881	73
882	72
883	72
884	72
885	72
886	72
887	71
888	71
889	71
890	71
891	71
892	71
893	71
894	70
895	70
896	70
897	70
898	70
899	70
900	70
901	70
902	70
903	70
904	70
905	70
906	70
907	70
908	70
909	70
910	70
911	70
912	70
913	70
914	70
915	70
916	70
917	70
918	70
919	70
920	70
921	70
922	70
923	70
924	70
925	70
926	70
927	70
928	70
929	70
930	70
931	70
932	70
933	70
934	70
935	70
936	70
937	70
938	70
939	70
940	70
941	70
942	70
943	70
944	70
945	70
946	70
947	70
948	70
949	70
950	70
951	70
952	70
953	70
954	70
955	70
956	70
957	70
958	70
959	70
960	70
961	70
962	70
963	70
964	70
965	70
966	70
967	70
968	70
969	70
970	70
971	70
972	70
973	70
974	70
975	70
976	70
977	70
978	70
