CYCLE	CMDPOS0	CMDPOS1
941	0	0
942	0	0
943	0	0
944	0	0
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	0	0
963	0	0
964	0	0
965	0	0
966	0	0
967	0	0
968	0	0
969	0	0
970	0	0
971	0	1
972	0	1
973	0	1
974	0	1
975	0	1
976	0	1
977	0	1
978	0	1
979	0	1
980	0	1
981	0	1
982	0	1
983	0	1
984	0	2
985	0	2
986	0	2
987	0	2
988	0	2
989	0	2
990	0	2
991	0	2
992	0	2
993	0	3
994	0	3
995	0	3
996	0	3
997	0	3
998	0	3
999	0	3
1000	0	4
1001	0	4
1002	0	4
1003	0	4
1004	0	4
1005	0	4
1006	0	4
1007	0	5
1008	0	5
1009	0	5
1010	0	5
1011	0	5
1012	0	6
1013	0	6
1014	0	6
1015	0	6
1016	0	6
1017	0	7
1018	0	7
1019	0	7
1020	1	7
1021	1	7
1022	1	8
1023	1	8
1024	1	8
1025	1	8
1026	1	8
1027	1	9
1028	1	9
1029	1	9
1030	1	9
1031	1	10
1032	1	10
1033	1	10
1034	1	10
1035	1	11
1036	1	11
1037	1	11
1038	1	11
1039	1	12
1040	1	12
1041	2	12
1042	2	12
1043	2	13
1044	2	13
1045	2	13
1046	2	14
1047	2	14
1048	2	14
1049	2	14
1050	2	15
1051	2	15
1052	2	15
1053	3	16
1054	3	16
1055	3	16
1056	3	17
1057	3	17
1058	3	17
1059	3	18
1060	3	18
1061	3	18
1062	4	18
1063	4	19
1064	4	19
1065	4	19
1066	4	20
1067	4	20
1068	4	20
1069	5	21
1070	5	21
1071	5	21
1072	5	22
1073	5	22
1074	5	22
1075	6	23
1076	6	23
1077	6	24
1078	6	24
1079	6	24
1080	6	25
1081	7	25
1082	7	25
1083	7	26
1084	7	26
1085	7	26
1086	8	27
1087	8	27
1088	8	27
1089	8	28
1090	9	28
1091	9	28
1092	9	29
1093	9	29
1094	10	30
1095	10	30
1096	10	30
1097	11	31
1098	11	31
1099	11	31
1100	11	32
1101	12	32
1102	12	32
1103	12	33
1104	13	33
1105	13	34
1106	13	34
1107	14	34
1108	14	35
1109	14	35
1110	15	35
1111	15	36
1112	15	36
1113	16	36
1114	16	37
1115	16	37
1116	17	37
1117	17	38
1118	18	38
1119	18	38
1120	18	39
1121	19	39
1122	19	39
1123	20	40
1124	20	40
1125	21	40
1126	21	41
1127	21	41
1128	22	41
1129	22	42
1130	23	42
1131	23	42
1132	24	43
1133	24	43
1134	25	43
1135	25	43
1136	26	44
1137	26	44
1138	27	44
1139	27	45
1140	28	45
1141	28	45
1142	29	45
1143	30	46
1144	30	46
1145	31	46
1146	31	46
1147	32	47
1148	32	47
1149	33	47
1150	34	47
1151	34	47
1152	35	48
1153	35	48
1154	36	48
1155	37	48
1156	37	48
1157	38	48
1158	38	49
1159	39	49
1160	40	49
1161	40	49
1162	41	49
1163	42	49
1164	42	49
1165	43	50
1166	44	50
1167	44	50
1168	45	50
1169	46	50
1170	46	50
1171	47	50
1172	48	50
1173	48	50
1174	49	50
1175	50	50
1176	51	50
1177	51	50
1178	52	50
1179	53	50
1180	53	50
1181	54	50
1182	55	50
1183	56	50
1184	56	50
1185	57	50
1186	58	49
1187	58	49
1188	59	49
1189	60	49
1190	60	49
1191	61	49
1192	62	49
1193	62	48
1194	63	48
1195	64	48
1196	65	48
1197	65	48
1198	66	47
1199	67	47
1200	67	47
1201	68	47
1202	69	46
1203	69	46
1204	70	46
1205	70	46
1206	71	45
1207	72	45
1208	72	45
1209	73	44
1210	74	44
1211	74	44
1212	75	43
1213	76	43
1214	76	43
1215	77	42
1216	77	42
1217	78	41
1218	78	41
1219	79	41
1220	80	40
1221	80	40
1222	81	39
1223	81	39
1224	82	39
1225	82	38
1226	83	38
1227	83	37
1228	84	37
1229	85	36
1230	85	36
1231	86	35
1232	86	35
1233	86	34
1234	87	34
1235	87	33
1236	88	33
1237	88	32
1238	89	32
1239	89	31
1240	90	31
1241	90	30
1242	90	29
1243	91	29
1244	91	28
1245	92	28
1246	92	27
1247	92	27
1248	93	26
1249	93	26
1250	93	25
1251	94	24
1252	94	24
1253	94	23
1254	95	23
1255	95	22
1256	95	22
1257	95	21
1258	96	21
1259	96	20
1260	96	19
1261	96	19
1262	97	18
1263	97	18
1264	97	17
1265	97	17
1266	97	16
1267	98	15
1268	98	15
1269	98	14
1270	98	14
1271	98	13
1272	98	13
1273	99	12
1274	99	12
1275	99	11
1276	99	10
1277	99	10
1278	99	9
1279	99	9
1280	99	8
1281	99	8
1282	99	7
1283	100	7
1284	100	6
1285	100	6
1286	100	5
1287	100	4
1288	100	4
1289	100	3
1290	100	3
1291	100	2
1292	100	2
1293	100	1
1294	100	1
1295	100	0
1296	100	-0
1297	100	-1
1298	100	-1
1299	100	-2
1300	100	-2
1301	100	-3
1302	100	-3
1303	100	-4
1304	100	-4
1305	100	-5
1306	100	-5
1307	100	-6
1308	100	-6
1309	100	-7
1310	99	-7
1311	99	-8
1312	99	-8
1313	99	-9
1314	99	-9
1315	99	-10
1316	99	-10
1317	99	-11
1318	99	-11
1319	99	-12
1320	99	-12
1321	98	-12
1322	98	-13
1323	98	-13
1324	98	-14
1325	98	-14
1326	98	-15
1327	98	-15
1328	97	-16
1329	97	-16
1330	97	-17
1331	97	-17
1332	97	-18
1333	97	-18
1334	96	-19
1335	96	-19
1336	96	-20
1337	96	-20
1338	96	-21
1339	95	-21
1340	95	-21
1341	95	-22
1342	95	-22
1343	95	-23
1344	94	-23
1345	94	-24
1346	94	-24
1347	94	-25
1348	93	-25
1349	93	-25
1350	93	-26
1351	93	-26
1352	92	-27
1353	92	-27
1354	92	-28
1355	91	-28
1356	91	-28
1357	91	-29
1358	91	-29
1359	90	-30
1360	90	-30
1361	90	-30
1362	89	-31
1363	89	-31
1364	89	-32
1365	88	-32
1366	88	-32
1367	88	-33
1368	88	-33
1369	87	-33
1370	87	-34
1371	86	-34
1372	86	-35
1373	86	-35
1374	85	-35
1375	85	-36
1376	85	-36
1377	84	-36
1378	84	-37
1379	84	-37
1380	83	-37
1381	83	-38
1382	82	-38
1383	82	-38
1384	82	-39
1385	81	-39
1386	81	-39
1387	80	-40
1388	80	-40
1389	80	-40
1390	79	-41
1391	79	-41
1392	78	-41
1393	78	-42
1394	77	-42
1395	77	-42
1396	76	-43
1397	76	-43
1398	75	-43
1399	75	-43
1400	74	-44
1401	74	-44
1402	73	-44
1403	73	-45
1404	72	-45
1405	72	-45
1406	71	-45
1407	71	-46
1408	70	-46
1409	69	-46
1410	69	-46
1411	68	-47
1412	68	-47
1413	67	-47
1414	67	-47
1415	66	-47
1416	65	-48
1417	65	-48
1418	64	-48
1419	64	-48
1420	63	-48
1421	62	-48
1422	62	-49
1423	61	-49
1424	60	-49
1425	60	-49
1426	59	-49
1427	58	-49
1428	58	-49
1429	57	-49
1430	56	-50
1431	56	-50
1432	55	-50
1433	54	-50
1434	54	-50
1435	53	-50
1436	52	-50
1437	52	-50
1438	51	-50
1439	50	-50
1440	50	-50
1441	49	-50
1442	48	-50
1443	47	-50
1444	47	-50
1445	46	-50
1446	45	-50
1447	45	-50
1448	44	-50
1449	43	-50
1450	42	-49
1451	42	-49
1452	41	-49
1453	40	-49
1454	40	-49
1455	39	-49
1456	38	-49
1457	38	-48
1458	37	-48
1459	36	-48
1460	36	-48
1461	35	-48
1462	34	-47
1463	34	-47
1464	33	-47
1465	32	-47
1466	32	-46
1467	31	-46
1468	30	-46
1469	30	-46
1470	29	-45
1471	28	-45
1472	28	-45
1473	27	-44
1474	26	-44
1475	26	-44
1476	25	-43
1477	25	-43
1478	24	-43
1479	23	-42
1480	23	-42
1481	22	-42
1482	22	-41
1483	21	-41
1484	20	-40
1485	20	-40
1486	19	-40
1487	19	-39
1488	18	-39
1489	18	-38
1490	17	-38
1491	17	-37
1492	16	-37
1493	16	-36
1494	15	-36
1495	15	-35
1496	14	-35
1497	14	-34
1498	13	-34
1499	13	-33
1500	12	-33
1501	12	-32
1502	11	-32
1503	11	-31
1504	10	-31
1505	10	-30
1506	10	-30
1507	9	-29
1508	9	-28
1509	9	-28
1510	8	-27
1511	8	-27
1512	7	-26
1513	7	-26
1514	7	-25
1515	6	-25
1516	6	-24
1517	6	-23
1518	6	-23
1519	5	-22
1520	5	-22
1521	5	-21
1522	4	-21
1523	4	-20
1524	4	-20
1525	4	-19
1526	3	-18
1527	3	-18
1528	3	-17
1529	3	-17
1530	3	-16
1531	2	-16
1532	2	-15
1533	2	-14
1534	2	-14
1535	2	-13
1536	2	-13
1537	2	-12
1538	1	-12
1539	1	-11
1540	1	-11
1541	1	-10
1542	1	-9
1543	1	-9
1544	1	-8
1545	1	-8
1546	1	-7
1547	0	-7
1548	0	-6
1549	0	-6
1550	0	-5
1551	0	-5
1552	0	-4
1553	0	-4
1554	0	-3
1555	0	-3
1556	0	-2
1557	0	-1
1558	0	-1
1559	0	-0
1560	-0	0
1561	-0	1
1562	-0	1
1563	-0	2
1564	-0	2
1565	-0	3
1566	-0	3
1567	-0	4
1568	-0	4
1569	-0	5
1570	-0	5
1571	-0	6
1572	-0	6
1573	-0	7
1574	-0	7
1575	-1	7
1576	-1	8
1577	-1	8
1578	-1	9
1579	-1	9
1580	-1	10
1581	-1	10
1582	-1	11
1583	-1	11
1584	-1	12
1585	-2	12
1586	-2	13
1587	-2	13
1588	-2	14
1589	-2	14
1590	-2	15
1591	-2	15
1592	-3	16
1593	-3	16
1594	-3	17
1595	-3	17
1596	-3	18
1597	-3	18
1598	-4	19
1599	-4	19
1600	-4	19
1601	-4	20
1602	-4	20
1603	-5	21
1604	-5	21
1605	-5	22
1606	-5	22
1607	-5	23
1608	-6	23
1609	-6	24
1610	-6	24
1611	-6	24
1612	-7	25
1613	-7	25
1614	-7	26
1615	-7	26
1616	-8	27
1617	-8	27
1618	-8	27
1619	-8	28
1620	-9	28
1621	-9	29
1622	-9	29
1623	-10	29
1624	-10	30
1625	-10	30
1626	-11	31
1627	-11	31
1628	-11	31
1629	-11	32
1630	-12	32
1631	-12	33
1632	-12	33
1633	-13	33
1634	-13	34
1635	-13	34
1636	-14	34
1637	-14	35
1638	-14	35
1639	-15	36
1640	-15	36
1641	-16	36
1642	-16	37
1643	-16	37
1644	-17	37
1645	-17	38
1646	-17	38
1647	-18	38
1648	-18	39
