CYCLE	CMDPOS0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	1
635	1
636	1
637	1
638	1
639	1
640	1
641	1
642	2
643	2
644	2
645	2
646	2
647	3
648	3
649	3
650	3
651	4
652	4
653	4
654	5
655	5
656	5
657	5
658	6
659	6
660	6
661	7
662	7
663	8
664	8
665	8
666	9
667	9
668	10
669	10
670	11
671	11
672	12
673	12
674	13
675	13
676	14
677	14
678	15
679	15
680	16
681	16
682	17
683	17
684	18
685	19
686	19
687	20
688	20
689	21
690	22
691	22
692	23
693	24
694	25
695	25
696	26
697	27
698	27
699	28
700	29
701	30
702	30
703	31
704	32
705	33
706	34
707	34
708	35
709	36
710	37
711	38
712	39
713	40
714	41
715	41
716	42
717	43
718	44
719	45
720	46
721	47
722	48
723	49
724	50
725	51
726	52
727	53
728	54
729	55
730	56
731	57
732	58
733	59
734	60
735	60
736	61
737	62
738	63
739	64
740	65
741	66
742	66
743	67
744	68
745	69
746	70
747	70
748	71
749	72
750	73
751	73
752	74
753	75
754	76
755	76
756	77
757	78
758	78
759	79
760	80
761	80
762	81
763	81
764	82
765	83
766	83
767	84
768	84
769	85
770	85
771	86
772	86
773	87
774	88
775	88
776	88
777	89
778	89
779	90
780	90
781	91
782	91
783	92
784	92
785	92
786	93
787	93
788	94
789	94
790	94
791	95
792	95
793	95
794	96
795	96
796	96
797	96
798	97
799	97
800	97
801	97
802	98
803	98
804	98
805	98
806	98
807	99
808	99
809	99
810	99
811	99
812	99
813	99
814	100
815	100
816	100
817	100
818	100
819	100
820	100
821	100
822	100
823	100
824	100
825	100
826	100
827	100
828	100
829	100
830	100
831	100
832	100
833	100
834	100
835	99
836	99
837	99
838	99
839	99
840	99
841	99
842	98
843	98
844	98
845	98
846	98
847	97
848	97
849	97
850	97
851	96
852	96
853	96
854	96
855	95
856	95
857	95
858	94
859	94
860	94
861	93
862	93
863	92
864	92
865	92
866	91
867	91
868	90
869	90
870	89
871	89
872	88
873	88
874	88
875	87
876	86
877	86
878	85
879	85
880	84
881	84
882	83
883	83
884	82
885	81
886	81
887	80
888	80
889	79
890	78
891	78
892	77
893	76
894	76
895	75
896	74
897	73
898	73
899	72
900	71
901	70
902	70
903	69
904	68
905	67
906	66
907	66
908	65
909	64
910	63
911	62
912	61
913	60
914	60
915	59
916	58
917	57
918	56
919	55
920	54
921	53
922	52
923	51
924	50
925	49
926	48
927	47
928	46
929	45
930	44
931	43
932	42
933	41
934	41
935	40
936	39
937	38
938	37
939	36
940	35
941	34
942	34
943	33
944	32
945	31
946	30
947	30
948	29
949	28
950	27
951	27
952	26
953	25
954	25
955	24
956	23
957	22
958	22
959	21
960	20
961	20
962	19
963	19
964	18
965	17
966	17
967	16
968	16
969	15
970	15
971	14
972	14
973	13
974	13
975	12
976	12
977	11
978	11
979	10
980	10
981	9
982	9
983	8
984	8
985	8
986	7
987	7
988	6
989	6
990	6
991	5
992	5
993	5
994	5
995	4
996	4
997	4
998	3
999	3
1000	3
1001	3
1002	2
1003	2
1004	2
1005	2
1006	2
1007	1
1008	1
1009	1
1010	1
1011	1
1012	1
1013	1
1014	1
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	1
1035	1
1036	1
1037	1
1038	1
1039	1
1040	1
1041	1
1042	2
1043	2
1044	2
1045	2
1046	2
1047	3
1048	3
1049	3
1050	3
1051	4
1052	4
1053	4
1054	5
1055	5
1056	5
1057	5
1058	6
1059	6
1060	6
1061	7
1062	7
1063	8
1064	8
1065	8
1066	9
1067	9
1068	10
1069	10
1070	11
1071	11
1072	12
1073	12
1074	13
1075	13
1076	14
1077	14
1078	15
1079	15
1080	16
1081	16
1082	17
1083	17
1084	18
1085	19
1086	19
1087	20
1088	20
1089	21
1090	22
1091	22
1092	23
1093	24
1094	25
1095	25
1096	26
1097	27
1098	27
1099	28
1100	29
1101	30
1102	30
1103	31
1104	32
1105	33
1106	34
1107	34
1108	35
1109	36
1110	37
1111	38
1112	39
1113	40
1114	41
1115	41
1116	42
1117	43
1118	44
1119	45
1120	46
1121	47
1122	48
1123	49
1124	50
1125	51
1126	52
1127	53
1128	54
1129	55
1130	56
1131	57
1132	58
1133	59
1134	60
1135	61
1136	62
1137	63
1138	64
1139	65
1140	66
1141	67
1142	68
1143	69
1144	70
1145	71
1146	72
1147	73
1148	74
1149	75
1150	76
1151	77
1152	78
1153	79
1154	80
1155	81
1156	82
1157	83
1158	84
1159	85
1160	86
1161	87
1162	88
1163	89
1164	90
1165	91
1166	92
1167	93
1168	94
1169	95
1170	96
1171	97
1172	98
1173	99
1174	100
1175	101
1176	102
1177	103
1178	104
1179	105
1180	106
1181	107
1182	108
1183	109
1184	110
1185	111
1186	112
1187	113
1188	114
1189	115
1190	116
1191	117
1192	118
1193	119
1194	120
1195	121
1196	122
1197	123
1198	124
1199	125
1200	126
1201	127
1202	128
1203	129
1204	130
1205	131
1206	132
1207	133
1208	134
1209	135
1210	136
1211	137
1212	138
1213	139
1214	140
1215	141
1216	142
1217	143
1218	144
1219	145
1220	146
1221	147
1222	148
1223	149
1224	150
1225	151
1226	152
1227	153
1228	154
1229	155
1230	156
1231	157
1232	158
1233	159
1234	160
1235	160
1236	161
1237	162
1238	163
1239	164
1240	165
1241	166
1242	166
1243	167
1244	168
1245	169
1246	170
1247	170
1248	171
1249	172
1250	173
1251	173
1252	174
1253	175
1254	176
1255	176
1256	177
1257	178
1258	178
1259	179
1260	180
1261	180
1262	181
1263	181
1264	182
1265	183
1266	183
1267	184
1268	184
1269	185
1270	185
1271	186
1272	186
1273	187
1274	188
1275	188
1276	188
1277	189
1278	189
1279	190
1280	190
1281	191
1282	191
1283	192
1284	192
1285	192
1286	193
1287	193
1288	194
1289	194
1290	194
1291	195
1292	195
1293	195
1294	196
1295	196
1296	196
1297	196
1298	197
1299	197
1300	197
1301	197
1302	198
1303	198
1304	198
1305	198
1306	198
1307	199
1308	199
1309	199
1310	199
1311	199
1312	199
1313	199
1314	200
1315	200
1316	200
1317	200
1318	200
1319	200
1320	200
1321	200
1322	200
1323	200
1324	200
1325	200
1326	200
1327	200
1328	200
1329	200
1330	200
1331	200
1332	200
1333	200
1334	200
1335	199
1336	199
1337	199
1338	199
1339	199
1340	199
1341	199
1342	198
1343	198
1344	198
1345	198
1346	198
1347	197
1348	197
1349	197
1350	197
1351	196
1352	196
1353	196
1354	196
1355	195
1356	195
1357	195
1358	194
1359	194
1360	194
1361	193
1362	193
1363	192
1364	192
1365	192
1366	191
1367	191
1368	190
1369	190
1370	189
1371	189
1372	188
1373	188
1374	188
1375	187
1376	186
1377	186
1378	185
1379	185
1380	184
1381	184
1382	183
1383	183
1384	182
1385	181
1386	181
1387	180
1388	180
1389	179
1390	178
1391	178
1392	177
1393	176
1394	176
1395	175
1396	174
1397	173
1398	173
1399	172
1400	171
1401	170
1402	170
1403	169
1404	168
1405	167
1406	166
1407	166
1408	165
1409	164
1410	163
1411	162
1412	161
1413	160
1414	160
1415	159
1416	158
1417	157
1418	156
1419	155
1420	154
1421	153
1422	152
1423	151
1424	150
1425	149
1426	148
1427	147
1428	146
1429	145
1430	144
1431	143
1432	142
1433	141
1434	140
1435	139
1436	138
1437	137
1438	136
1439	135
1440	134
1441	133
1442	132
1443	131
1444	130
1445	129
1446	128
1447	127
1448	126
1449	125
1450	124
1451	123
1452	122
1453	121
1454	120
1455	119
1456	118
1457	117
1458	116
1459	115
1460	114
1461	113
1462	112
1463	111
1464	110
1465	109
1466	108
1467	107
1468	106
1469	105
1470	104
1471	103
1472	102
1473	101
1474	100
1475	99
1476	98
1477	97
1478	96
1479	95
1480	94
1481	93
1482	92
1483	91
1484	90
1485	89
1486	88
1487	87
1488	86
1489	85
1490	84
1491	83
1492	82
1493	81
1494	80
1495	79
1496	78
1497	77
1498	76
1499	75
1500	74
1501	73
1502	72
1503	71
1504	70
1505	69
1506	68
1507	67
1508	66
1509	65
1510	64
1511	63
1512	62
1513	61
1514	60
1515	59
1516	58
1517	57
1518	56
1519	55
1520	54
1521	53
1522	52
1523	51
1524	50
1525	49
1526	48
1527	47
1528	46
1529	45
1530	44
1531	43
1532	42
1533	41
1534	41
1535	40
1536	39
1537	38
1538	37
1539	36
1540	35
1541	34
1542	34
1543	33
1544	32
1545	31
1546	30
1547	30
1548	29
1549	28
1550	27
1551	27
1552	26
1553	25
1554	25
1555	24
1556	23
1557	22
1558	22
1559	21
1560	20
1561	20
1562	19
1563	19
1564	18
1565	17
1566	17
1567	16
1568	16
1569	15
1570	15
1571	14
1572	14
1573	13
1574	13
1575	12
1576	12
1577	11
1578	11
1579	10
1580	10
1581	9
1582	9
1583	8
1584	8
1585	8
1586	7
1587	7
1588	6
1589	6
1590	6
1591	5
1592	5
1593	5
1594	5
1595	4
1596	4
1597	4
1598	3
1599	3
1600	3
1601	3
1602	2
1603	2
1604	2
1605	2
1606	2
1607	1
1608	1
1609	1
1610	1
1611	1
1612	1
1613	1
1614	1
1615	0
1616	0
1617	0
1618	0
1619	0
1620	0
1621	0
1622	0
1623	0
1624	0
1625	0
1626	0
1627	0
1628	0
1629	0
1630	0
1631	0
1632	0
1633	0
1634	0
1635	0
1636	0
1637	0
1638	0
1639	0
1640	0
1641	0
1642	0
1643	0
1644	0
1645	0
1646	0
1647	0
1648	0
1649	0
1650	0
1651	0
1652	0
1653	0
1654	0
1655	0
1656	0
1657	0
1658	0
1659	0
1660	0
1661	0
1662	0
1663	0
1664	0
1665	0
1666	0
1667	0
1668	0
1669	0
1670	0
1671	0
1672	0
1673	0
1674	0
1675	0
1676	0
1677	0
1678	0
1679	0
1680	0
1681	0
1682	0
1683	0
1684	0
1685	0
1686	0
1687	0
1688	0
1689	0
1690	0
1691	0
1692	0
1693	0
1694	0
1695	0
1696	0
1697	0
1698	0
