CYCLE	CMDPOS0	CMDPOS1	CMDPOS2
1216	0	0	0
1217	0	0	0
1218	0	0	0
1219	0	0	0
1220	0	0	0
1221	0	0	0
1222	0	0	0
1223	0	0	0
1224	0	0	0
1225	0	0	0
1226	0	0	0
1227	0	0	0
1228	0	0	0
1229	0	0	0
1230	0	0	0
1231	0	0	0
1232	0	0	0
1233	0	0	0
1234	0	0	0
1235	0	0	0
1236	0	0	0
1237	0	0	0
1238	0	0	0
1239	0	0	0
1240	0	0	0
1241	0	0	0
1242	0	0	0
1243	0	0	0
1244	0	0	0
1245	0	0	0
1246	0	0	0
1247	0	0	0
1248	0	0	0
1249	0	0	0
1250	0	0	0
1251	0	0	0
1252	0	0	0
1253	0	0	0
1254	0	0	0
1255	0	0	0
1256	0	0	0
1257	0	0	0
1258	0	0	0
1259	0	0	0
1260	0	0	0
1261	0	0	0
1262	0	0	0
1263	0	0	0
1264	0	0	0
1265	0	0	0
1266	0	0	0
1267	0	0	0
1268	0	0	0
1269	0	0	0
1270	0	0	0
1271	0	0	0
1272	0	0	0
1273	0	0	0
1274	0	0	0
1275	0	0	1
1276	0	0	1
1277	0	0	1
1278	0	0	1
1279	0	1	1
1280	0	1	1
1281	0	1	1
1282	0	1	1
1283	0	1	1
1284	0	1	1
1285	0	1	1
1286	0	1	1
1287	0	1	1
1288	0	1	1
1289	1	1	1
1290	1	1	1
1291	1	1	1
1292	1	1	1
1293	1	1	1
1294	1	1	1
1295	1	1	1
1296	1	1	1
1297	1	1	1
1298	1	1	1
1299	1	1	1
1300	1	1	1
1301	1	1	1
1302	1	1	1
1303	1	1	1
1304	1	1	1
1305	1	1	1
1306	1	1	1
1307	1	1	2
1308	1	1	2
1309	1	1	2
1310	1	1	2
1311	1	1	2
1312	1	1	2
1313	1	2	2
1314	1	2	2
1315	1	2	2
1316	1	2	2
1317	1	2	2
1318	1	2	2
1319	1	2	2
1320	1	2	2
1321	1	2	2
1322	1	2	2
1323	1	2	2
1324	1	2	2
1325	1	2	2
1326	1	2	2
1327	1	2	2
1328	1	2	2
1329	1	2	3
1330	1	2	3
1331	2	2	3
1332	2	2	3
1333	2	2	3
1334	2	2	3
1335	2	2	3
1336	2	2	3
1337	2	3	3
1338	2	3	3
1339	2	3	3
1340	2	3	3
1341	2	3	3
1342	2	3	3
1343	2	3	3
1344	2	3	3
1345	2	3	3
1346	2	3	3
1347	2	3	4
1348	2	3	4
1349	2	3	4
1350	2	3	4
1351	2	3	4
1352	2	3	4
1353	2	3	4
1354	2	3	4
1355	2	3	4
1356	2	4	4
1357	2	4	4
1358	2	4	4
1359	2	4	4
1360	2	4	4
1361	3	4	4
1362	3	4	5
1363	3	4	5
1364	3	4	5
1365	3	4	5
1366	3	4	5
1367	3	4	5
1368	3	4	5
1369	3	4	5
1370	3	4	5
1371	3	4	5
1372	3	4	5
1373	3	5	5
1374	3	5	5
1375	3	5	5
1376	3	5	6
1377	3	5	6
1378	3	5	6
1379	3	5	6
1380	3	5	6
1381	3	5	6
1382	3	5	6
1383	3	5	6
1384	4	5	6
1385	4	5	6
1386	4	5	6
1387	4	5	6
1388	4	6	6
1389	4	6	7
1390	4	6	7
1391	4	6	7
1392	4	6	7
1393	4	6	7
1394	4	6	7
1395	4	6	7
1396	4	6	7
1397	4	6	7
1398	4	6	7
1399	4	6	7
1400	4	6	7
1401	4	7	8
1402	4	7	8
1403	4	7	8
1404	4	7	8
1405	5	7	8
1406	5	7	8
1407	5	7	8
1408	5	7	8
1409	5	7	8
1410	5	7	8
1411	5	7	9
1412	5	7	9
1413	5	7	9
1414	5	8	9
1415	5	8	9
1416	5	8	9
1417	5	8	9
1418	5	8	9
1419	5	8	9
1420	5	8	9
1421	5	8	9
1422	5	8	10
1423	6	8	10
1424	6	8	10
1425	6	8	10
1426	6	9	10
1427	6	9	10
1428	6	9	10
1429	6	9	10
1430	6	9	10
1431	6	9	11
1432	6	9	11
1433	6	9	11
1434	6	9	11
1435	6	9	11
1436	6	9	11
1437	6	10	11
1438	6	10	11
1439	6	10	11
1440	7	10	11
1441	7	10	12
1442	7	10	12
1443	7	10	12
1444	7	10	12
1445	7	10	12
1446	7	10	12
1447	7	10	12
1448	7	11	12
1449	7	11	12
1450	7	11	13
1451	7	11	13
1452	7	11	13
1453	7	11	13
1454	7	11	13
1455	8	11	13
1456	8	11	13
1457	8	11	13
1458	8	12	14
1459	8	12	14
1460	8	12	14
1461	8	12	14
1462	8	12	14
1463	8	12	14
1464	8	12	14
1465	8	12	14
1466	8	12	14
1467	8	13	15
1468	8	13	15
1469	8	13	15
1470	9	13	15
1471	9	13	15
1472	9	13	15
1473	9	13	15
1474	9	13	16
1475	9	13	16
1476	9	14	16
1477	9	14	16
1478	9	14	16
1479	9	14	16
1480	9	14	16
1481	9	14	16
1482	9	14	17
1483	10	14	17
1484	10	14	17
1485	10	15	17
1486	10	15	17
1487	10	15	17
1488	10	15	17
1489	10	15	17
1490	10	15	18
1491	10	15	18
1492	10	15	18
1493	10	15	18
1494	10	16	18
1495	10	16	18
1496	11	16	18
1497	11	16	19
1498	11	16	19
1499	11	16	19
1500	11	16	19
1501	11	16	19
1502	11	17	19
1503	11	17	19
1504	11	17	20
1505	11	17	20
1506	11	17	20
1507	11	17	20
1508	12	17	20
1509	12	17	20
1510	12	18	20
1511	12	18	21
1512	12	18	21
1513	12	18	21
1514	12	18	21
1515	12	18	21
1516	12	18	21
1517	12	18	21
1518	12	19	22
1519	12	19	22
1520	13	19	22
1521	13	19	22
1522	13	19	22
1523	13	19	22
1524	13	19	23
1525	13	19	23
1526	13	20	23
1527	13	20	23
1528	13	20	23
1529	13	20	23
1530	13	20	23
1531	14	20	24
1532	14	20	24
1533	14	21	24
1534	14	21	24
1535	14	21	24
1536	14	21	24
1537	14	21	25
1538	14	21	25
1539	14	21	25
1540	14	21	25
1541	14	22	25
1542	15	22	25
1543	15	22	26
1544	15	22	26
1545	15	22	26
1546	15	22	26
1547	15	22	26
1548	15	23	26
1549	15	23	27
1550	15	23	27
1551	15	23	27
1552	15	23	27
1553	16	23	27
1554	16	23	27
1555	16	24	28
1556	16	24	28
1557	16	24	28
1558	16	24	28
1559	16	24	28
1560	16	24	28
1561	16	25	29
1562	16	25	29
1563	17	25	29
1564	17	25	29
1565	17	25	29
1566	17	25	29
1567	17	25	30
1568	17	26	30
1569	17	26	30
1570	17	26	30
1571	17	26	30
1572	17	26	31
1573	18	26	31
1574	18	26	31
1575	18	27	31
1576	18	27	31
1577	18	27	31
1578	18	27	32
1579	18	27	32
1580	18	27	32
1581	18	28	32
1582	18	28	32
1583	19	28	33
1584	19	28	33
1585	19	28	33
1586	19	28	33
1587	19	29	33
1588	19	29	33
1589	19	29	34
1590	19	29	34
1591	19	29	34
1592	20	29	34
1593	20	29	34
1594	20	30	35
1595	20	30	35
1596	20	30	35
1597	20	30	35
1598	20	30	35
1599	20	30	35
1600	20	31	36
1601	20	31	36
1602	21	31	36
1603	21	31	36
1604	21	31	36
1605	21	31	37
1606	21	32	37
1607	21	32	37
1608	21	32	37
1609	21	32	37
