CYCLE	CMDPOS0	CMDPOS1	CMDPOS2	CMDPOS3
1199	0	0	0	0
1200	0	0	0	0
1201	0	0	0	0
1202	0	0	0	0
1203	0	0	0	0
1204	0	0	0	0
1205	0	0	0	0
1206	0	0	0	0
1207	0	0	0	0
1208	0	0	0	0
1209	0	0	0	0
1210	0	0	0	0
1211	0	0	0	0
1212	0	0	0	0
1213	0	0	0	0
1214	0	0	0	0
1215	0	0	0	0
1216	0	0	0	0
1217	0	0	0	0
1218	0	0	0	0
1219	0	0	0	0
1220	0	0	0	0
1221	0	0	0	0
1222	0	0	0	0
1223	0	0	0	0
1224	0	0	0	0
1225	0	0	0	0
1226	1	0	0	0
1227	1	0	0	0
1228	1	0	0	0
1229	1	0	0	0
1230	1	0	0	0
1231	1	0	0	0
1232	1	0	0	0
1233	1	0	0	0
1234	1	0	0	0
1235	1	0	0	0
1236	1	0	0	0
1237	1	0	0	0
1238	2	0	0	0
1239	2	0	0	1
1240	2	0	0	1
1241	2	0	0	1
1242	2	0	0	1
1243	2	0	0	1
1244	2	0	0	1
1245	2	0	0	1
1246	3	0	0	1
1247	3	0	0	1
1248	3	0	0	1
1249	3	0	0	1
1250	3	0	0	1
1251	3	0	0	1
1252	4	0	0	1
1253	4	0	0	1
1254	4	0	0	1
1255	4	0	0	1
1256	4	0	0	1
1257	4	0	0	1
1258	5	0	0	1
1259	5	0	0	2
1260	5	0	0	2
1261	5	0	0	2
1262	5	0	0	2
1263	6	0	0	2
1264	6	0	0	2
1265	6	0	0	2
1266	6	0	0	2
1267	6	0	0	2
1268	7	0	0	2
1269	7	0	0	2
1270	7	0	0	2
1271	7	0	0	2
1272	8	0	0	2
1273	8	0	0	3
1274	8	0	0	3
1275	8	0	0	3
1276	9	0	0	3
1277	9	0	0	3
1278	9	0	0	3
1279	10	0	0	3
1280	10	0	0	3
1281	10	1	0	3
1282	10	1	0	3
1283	11	1	0	3
1284	11	1	0	3
1285	11	1	0	4
1286	12	1	0	4
1287	12	1	0	4
1288	12	1	0	4
1289	12	1	0	4
1290	13	1	0	4
1291	13	1	0	4
1292	13	1	0	4
1293	14	1	0	4
1294	14	1	0	4
1295	14	1	0	5
1296	15	1	0	5
1297	15	1	0	5
1298	15	1	0	5
1299	16	1	0	5
1300	16	1	0	5
1301	16	1	0	5
1302	17	1	0	5
1303	17	1	0	6
1304	18	2	0	6
1305	18	2	0	6
1306	18	2	0	6
1307	19	2	0	6
1308	19	2	0	6
1309	19	2	0	6
1310	20	2	0	6
1311	20	2	0	6
1312	21	2	0	7
1313	21	2	0	7
1314	21	2	0	7
1315	22	2	0	7
1316	22	3	0	7
1317	23	3	0	7
1318	23	3	0	7
1319	24	3	0	8
1320	24	3	0	8
1321	24	3	0	8
1322	25	3	0	8
1323	25	3	0	8
1324	26	3	0	8
1325	26	3	0	8
1326	27	4	0	9
1327	27	4	0	9
1328	27	4	0	9
1329	28	4	0	9
1330	28	4	0	9
1331	29	4	0	9
1332	29	4	0	9
1333	30	5	0	10
1334	30	5	0	10
1335	31	5	0	10
1336	31	5	0	10
1337	32	5	0	10
1338	32	5	0	10
1339	33	5	0	11
1340	33	6	0	11
1341	34	6	0	11
1342	34	6	0	11
1343	35	6	0	11
1344	35	6	0	11
1345	36	7	0	12
1346	36	7	0	12
1347	37	7	0	12
1348	37	7	0	12
1349	38	7	0	12
1350	38	8	0	12
1351	39	8	0	13
1352	39	8	0	13
1353	40	8	0	13
1354	40	8	0	13
1355	41	9	0	13
1356	41	9	0	14
1357	42	9	0	14
1358	42	9	0	14
1359	43	10	0	14
1360	43	10	0	14
1361	44	10	0	15
1362	45	10	0	15
1363	45	11	0	15
1364	46	11	0	15
1365	46	11	0	15
1366	47	12	0	15
1367	47	12	0	16
1368	48	12	0	16
1369	48	13	0	16
1370	49	13	0	16
1371	50	13	0	17
1372	50	13	0	17
1373	51	14	0	17
1374	51	14	0	17
1375	52	14	0	17
1376	52	15	0	18
1377	53	15	0	18
1378	53	16	0	18
1379	54	16	0	18
1380	55	16	0	18
1381	55	17	0	19
1382	56	17	0	19
1383	56	17	0	19
1384	57	18	0	19
1385	57	18	0	19
1386	58	19	0	20
1387	59	19	0	20
1388	59	19	0	20
1389	60	20	0	20
1390	60	20	0	21
1391	61	21	0	21
1392	62	21	0	21
1393	62	22	0	21
1394	63	22	0	22
1395	63	23	0	22
1396	64	23	0	22
1397	64	23	0	22
1398	65	24	0	23
1399	66	24	0	23
1400	66	25	0	23
1401	67	25	0	23
1402	67	26	0	23
1403	68	26	0	24
1404	68	27	0	24
1405	69	28	0	24
1406	69	28	0	24
1407	70	29	0	25
1408	71	29	0	25
1409	71	30	0	25
1410	72	30	0	25
1411	72	31	0	26
1412	73	31	0	26
1413	73	32	0	26
1414	74	33	0	26
1415	74	33	0	27
1416	75	34	0	27
1417	75	34	0	27
1418	76	35	0	27
1419	76	35	0	28
1420	77	36	0	28
1421	77	37	0	28
1422	78	37	0	28
1423	78	38	0	29
1424	79	38	0	29
1425	79	39	0	29
1426	80	39	0	29
1427	80	40	0	30
