CYCLE	CMDPOS0	CMDPOS1
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	0	0
963	0	0
964	0	0
965	0	0
966	0	0
967	0	0
968	0	0
969	0	0
970	0	0
971	0	0
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	1	0
983	1	0
984	1	0
985	1	0
986	1	0
987	1	0
988	1	0
989	1	0
990	1	0
991	1	0
992	1	0
993	1	0
994	1	0
995	1	0
996	1	0
997	1	0
998	1	0
999	1	0
1000	1	0
1001	2	0
1002	2	0
1003	2	0
1004	2	0
1005	2	0
1006	2	0
1007	2	0
1008	2	0
1009	2	0
1010	2	0
1011	2	0
1012	2	0
1013	2	0
1014	3	0
1015	3	0
1016	3	0
1017	3	0
1018	3	0
1019	3	0
1020	3	0
1021	3	0
1022	3	0
1023	3	0
1024	3	0
1025	4	0
1026	4	0
1027	4	0
1028	4	0
1029	4	0
1030	4	0
1031	4	0
1032	4	0
1033	4	0
1034	5	0
1035	5	0
1036	5	0
1037	5	0
1038	5	0
1039	5	0
1040	5	0
1041	5	0
1042	6	0
1043	6	0
1044	6	0
1045	6	0
1046	6	0
1047	6	0
1048	6	0
1049	6	0
1050	7	0
1051	7	0
1052	7	0
1053	7	0
1054	7	0
1055	7	0
1056	8	0
1057	8	0
1058	8	0
1059	8	0
1060	8	0
1061	8	0
1062	8	0
1063	9	0
1064	9	0
1065	9	0
1066	9	0
1067	9	0
1068	9	0
1069	10	0
1070	10	0
1071	10	0
1072	10	0
1073	10	0
1074	10	0
1075	11	0
1076	11	0
1077	11	0
1078	11	0
1079	11	0
1080	12	0
1081	12	0
1082	12	0
1083	12	0
1084	12	0
1085	12	0
1086	13	0
1087	13	0
1088	13	0
1089	13	0
1090	13	0
1091	14	0
