CYCLE	CMDPOS0	CMDPOS1
926	0	0
927	0	0
928	0	0
929	0	0
930	0	0
931	0	0
932	0	0
933	0	0
934	0	0
935	0	0
936	0	0
937	0	0
938	0	0
939	0	0
940	0	0
941	0	0
942	0	0
943	0	1
944	0	1
945	0	1
946	0	1
947	0	1
948	0	1
949	0	1
950	0	2
951	0	2
952	0	2
953	0	2
954	0	2
955	0	3
956	0	3
957	0	3
958	0	3
959	0	4
960	0	4
961	0	4
962	0	4
963	0	5
964	0	5
965	0	5
966	0	6
967	0	6
968	0	6
969	0	7
970	1	7
971	1	8
972	1	8
973	1	8
974	1	9
975	1	9
976	1	10
977	1	10
978	1	10
979	1	11
980	1	11
981	1	12
982	2	12
983	2	13
984	2	13
985	2	14
986	2	14
987	2	15
988	2	15
989	3	16
990	3	16
991	3	17
992	3	18
993	3	18
994	4	19
995	4	19
996	4	20
997	4	20
998	5	21
999	5	22
1000	5	22
1001	5	23
1002	6	23
1003	6	24
1004	6	25
1005	7	25
1006	7	26
1007	8	27
1008	8	27
1009	8	28
1010	9	28
1011	9	29
1012	10	30
1013	10	30
1014	11	31
1015	11	32
1016	12	32
1017	12	33
1018	13	34
1019	14	34
1020	14	35
1021	15	35
1022	15	36
1023	16	37
1024	17	37
1025	17	38
1026	18	38
1027	19	39
1028	20	40
1029	20	40
1030	21	41
1031	22	41
1032	23	42
1033	24	42
1034	24	43
1035	25	43
1036	26	44
1037	27	44
1038	28	45
1039	29	45
1040	30	46
1041	31	46
1042	32	46
1043	32	47
1044	33	47
1045	34	47
1046	35	48
1047	36	48
1048	37	48
1049	38	49
1050	39	49
1051	40	49
1052	41	49
1053	42	49
1054	43	50
1055	44	50
1056	45	50
1057	46	50
1058	47	50
1059	48	50
1060	49	50
1061	50	50
1062	51	50
1063	52	50
1064	53	50
1065	54	50
1066	55	50
1067	56	50
1068	57	50
1069	58	50
1070	59	50
1071	59	50
1072	60	49
1073	61	49
1074	62	49
1075	63	49
1076	64	49
1077	65	49
1078	66	49
1079	66	49
1080	67	49
1081	68	49
1082	69	48
1083	70	48
1084	70	48
1085	71	48
1086	72	48
1087	73	48
1088	73	48
1089	74	48
1090	75	48
1091	75	48
1092	76	48
1093	77	48
1094	78	48
1095	78	48
1096	79	47
1097	80	47
1098	80	47
1099	81	47
1100	81	47
1101	82	47
1102	83	47
1103	83	47
1104	84	47
1105	85	47
1106	85	48
1107	86	48
1108	86	48
1109	87	48
1110	87	48
1111	88	48
1112	89	48
1113	89	48
1114	90	48
1115	90	48
1116	91	49
1117	92	49
1118	92	49
1119	93	49
1120	93	49
1121	94	49
1122	94	50
1123	95	50
1124	96	50
1125	96	50
1126	97	51
1127	97	51
1128	98	51
1129	99	51
1130	99	52
1131	100	52
1132	100	52
1133	101	53
1134	102	53
1135	102	53
1136	103	54
1137	104	54
1138	104	54
1139	105	55
1140	105	55
1141	106	55
1142	107	56
1143	108	56
1144	108	57
1145	109	57
1146	110	57
1147	110	58
1148	111	58
1149	112	59
1150	113	59
1151	113	60
1152	114	60
1153	115	60
1154	116	61
1155	117	61
1156	117	62
1157	118	62
1158	119	63
1159	120	63
1160	121	63
1161	122	64
1162	123	64
1163	124	65
1164	124	65
1165	125	65
1166	126	66
1167	127	66
1168	128	66
1169	129	67
1170	130	67
1171	131	67
1172	132	68
1173	133	68
1174	134	68
1175	135	68
1176	136	68
1177	137	69
1178	138	69
1179	139	69
1180	140	69
1181	141	69
1182	142	69
1183	143	69
1184	144	69
1185	145	69
1186	146	69
1187	147	69
1188	148	69
1189	149	69
1190	150	69
1191	151	69
1192	152	69
1193	153	69
1194	154	69
1195	155	69
1196	156	69
1197	157	68
1198	158	68
1199	159	68
1200	160	68
1201	161	67
1202	162	67
1203	162	67
1204	163	67
1205	164	66
1206	165	66
1207	166	66
1208	167	65
1209	168	65
1210	169	64
1211	170	64
1212	171	64
1213	172	63
1214	173	63
1215	173	62
1216	174	62
1217	175	61
1218	176	61
1219	177	60
1220	178	60
1221	178	59
1222	179	58
1223	180	58
1224	181	57
1225	182	56
1226	182	56
1227	183	55
1228	184	55
1229	185	54
1230	185	53
1231	186	52
1232	187	52
1233	187	51
1234	188	50
1235	189	49
1236	189	49
1237	190	48
1238	190	47
1239	191	46
1240	192	46
1241	192	45
1242	193	44
1243	193	43
1244	194	42
1245	194	42
1246	195	41
1247	195	40
1248	195	39
1249	196	38
1250	196	38
1251	197	37
1252	197	36
1253	197	35
1254	198	34
1255	198	34
1256	198	33
1257	199	32
1258	199	31
1259	199	31
1260	199	30
1261	199	29
1262	200	28
1263	200	28
1264	200	27
1265	200	26
1266	200	26
1267	201	25
1268	201	24
1269	201	23
1270	201	23
1271	201	22
1272	201	22
1273	201	21
1274	201	20
1275	201	20
1276	201	19
1277	201	18
1278	202	18
1279	202	17
1280	202	17
1281	202	16
1282	202	15
1283	202	15
1284	202	14
1285	202	14
1286	202	13
1287	202	13
1288	202	12
1289	202	12
1290	202	11
1291	202	11
1292	202	10
1293	202	10
1294	202	9
1295	202	9
1296	201	9
1297	201	8
1298	201	8
1299	201	7
1300	201	7
1301	201	7
1302	201	6
1303	201	6
1304	201	6
1305	201	5
1306	201	5
1307	201	5
1308	201	4
1309	201	4
1310	201	4
1311	201	4
1312	201	3
1313	201	3
1314	201	3
1315	201	3
1316	201	2
1317	200	2
1318	200	2
1319	200	2
1320	200	2
1321	200	1
1322	200	1
1323	200	1
1324	200	1
1325	200	1
1326	200	1
1327	200	1
1328	200	0
1329	200	0
1330	200	0
1331	200	0
1332	200	0
1333	200	0
1334	200	0
1335	200	0
1336	200	0
1337	200	0
1338	200	0
1339	200	0
1340	200	0
1341	200	0
1342	200	0
1343	200	0
1344	200	0
1345	200	0
1346	200	0
1347	200	0
1348	200	0
1349	200	0
1350	200	0
1351	200	0
1352	200	0
1353	200	0
1354	200	0
1355	200	0
1356	200	0
1357	200	0
1358	200	0
1359	200	0
1360	200	0
1361	200	0
1362	200	0
1363	200	0
1364	200	0
1365	200	0
1366	200	0
1367	200	0
1368	200	0
1369	200	0
1370	200	0
1371	200	0
1372	200	0
1373	200	0
1374	200	0
1375	200	0
1376	200	0
1377	200	0
1378	200	0
1379	200	0
1380	200	0
1381	200	0
1382	200	0
1383	200	0
1384	200	0
1385	200	0
1386	200	0
1387	200	0
1388	200	0
1389	200	0
1390	200	0
1391	200	0
1392	200	0
1393	200	0
1394	200	0
1395	200	0
1396	200	0
1397	200	0
1398	200	0
1399	200	0
1400	200	0
1401	200	0
1402	200	0
1403	200	0
1404	200	0
1405	200	0
1406	200	0
1407	200	0
1408	200	0
1409	200	0
1410	200	0
