CYCLE	CMDPOS0	CMDPOS1	CMDPOS2
1269	0	0	0
1270	0	0	0
1271	0	0	0
1272	0	0	0
1273	0	0	0
1274	0	0	0
1275	0	0	0
1276	0	0	0
1277	0	0	0
1278	0	0	0
1279	0	0	0
1280	0	0	0
1281	0	0	0
1282	0	0	0
1283	0	0	0
1284	0	0	0
1285	0	0	0
1286	0	0	0
1287	0	0	0
1288	0	0	0
1289	0	0	0
1290	0	0	0
1291	0	0	0
1292	0	0	0
1293	0	0	0
1294	0	0	0
1295	0	0	0
1296	0	0	0
1297	0	0	0
1298	0	0	0
1299	0	0	0
1300	1	0	0
1301	1	0	0
1302	1	0	0
1303	1	0	0
1304	1	0	0
1305	1	0	0
1306	1	0	0
1307	1	0	0
1308	1	0	0
1309	1	0	0
1310	1	0	0
1311	1	0	0
1312	1	0	0
1313	1	0	0
1314	1	0	0
1315	1	0	0
1316	2	0	0
1317	2	0	0
1318	2	0	0
1319	2	0	0
1320	2	0	0
1321	2	0	0
1322	2	0	0
1323	2	0	0
1324	2	0	0
1325	2	0	0
1326	2	0	0
1327	3	0	0
1328	3	0	0
1329	3	0	0
1330	3	0	0
1331	3	0	0
1332	3	0	0
1333	3	0	0
1334	3	0	0
1335	3	0	0
1336	3	0	0
1337	4	0	0
1338	4	0	0
1339	4	0	0
1340	4	0	0
1341	4	0	0
1342	4	0	0
1343	4	0	0
1344	4	0	0
1345	4	0	0
1346	4	0	0
1347	5	0	0
1348	5	0	0
1349	5	0	0
1350	5	0	0
1351	5	0	0
1352	5	0	0
1353	5	0	0
1354	5	0	0
1355	5	0	0
1356	5	0	0
1357	6	0	0
1358	6	0	0
1359	6	0	0
1360	6	0	0
1361	6	0	0
1362	6	0	0
1363	6	0	0
1364	6	0	0
1365	6	0	0
1366	6	0	0
1367	7	0	0
1368	7	0	0
1369	7	0	0
1370	7	0	0
1371	7	0	0
1372	7	0	0
1373	7	0	0
1374	7	0	0
1375	7	0	0
1376	7	0	0
1377	8	0	0
1378	8	0	0
1379	8	0	0
1380	8	0	0
1381	8	0	0
1382	8	0	0
1383	8	0	0
1384	8	0	0
1385	8	0	0
1386	8	0	0
1387	9	0	0
1388	9	0	0
1389	9	0	0
1390	9	0	0
1391	9	0	0
1392	9	0	0
1393	9	0	0
1394	9	0	0
1395	9	0	0
1396	9	0	0
1397	10	0	0
1398	10	0	0
1399	10	0	0
1400	10	0	0
1401	10	0	0
1402	10	0	0
1403	10	0	0
1404	10	0	0
1405	10	0	0
1406	10	0	0
1407	11	0	0
1408	11	0	0
1409	11	0	0
1410	11	0	0
1411	11	0	0
1412	11	0	0
1413	11	0	0
1414	11	0	0
1415	11	0	0
1416	11	0	0
1417	12	0	0
1418	12	0	0
1419	12	0	0
1420	12	0	0
1421	12	0	0
1422	12	0	0
1423	12	0	0
1424	12	0	0
1425	12	0	0
1426	12	0	0
1427	13	0	0
1428	13	0	0
1429	13	0	0
1430	13	0	0
1431	13	0	0
1432	13	0	0
1433	13	0	0
1434	13	0	0
1435	13	0	0
1436	13	0	0
1437	14	0	0
1438	14	0	0
1439	14	0	0
1440	14	0	0
1441	14	0	0
1442	14	0	0
1443	14	0	0
1444	14	0	0
1445	14	0	0
1446	14	0	0
1447	15	0	0
1448	15	0	0
1449	15	0	0
1450	15	0	0
1451	15	0	0
1452	15	0	0
1453	15	0	0
1454	15	0	0
1455	15	0	0
1456	15	0	0
1457	16	0	0
1458	16	0	0
1459	16	0	0
1460	16	0	0
1461	16	0	0
1462	16	0	0
1463	16	0	0
1464	16	0	0
1465	16	0	0
1466	16	0	0
1467	17	0	0
1468	17	0	0
1469	17	0	0
1470	17	0	0
1471	17	0	0
1472	17	0	0
1473	17	0	0
1474	17	0	0
1475	17	0	0
1476	17	0	0
1477	18	0	0
1478	18	0	0
1479	18	0	0
1480	18	0	0
1481	18	0	0
1482	18	0	0
1483	18	0	0
1484	18	0	0
1485	18	0	0
1486	18	0	0
1487	19	0	0
1488	19	0	0
1489	19	0	0
1490	19	0	0
1491	19	0	0
1492	19	0	0
1493	19	0	0
1494	19	0	0
1495	19	0	0
1496	19	0	0
1497	20	0	0
1498	20	0	0
1499	20	0	0
1500	20	0	0
1501	20	0	0
1502	20	0	0
1503	20	0	0
1504	20	0	0
1505	20	0	0
1506	20	0	0
1507	21	0	0
1508	21	0	0
1509	21	0	0
1510	21	0	0
1511	21	0	0
1512	21	0	0
1513	21	0	0
1514	21	0	0
1515	21	0	0
1516	21	0	0
1517	22	0	0
1518	22	0	0
1519	22	0	0
1520	22	0	0
1521	22	0	0
1522	22	0	0
1523	22	0	0
1524	22	0	0
1525	22	0	0
1526	22	0	0
1527	23	0	0
1528	23	0	0
1529	23	0	0
1530	23	0	0
1531	23	0	0
1532	23	0	0
1533	23	0	0
1534	23	0	0
1535	23	0	0
1536	23	0	0
1537	24	0	0
1538	24	0	0
1539	24	0	0
1540	24	0	0
1541	24	0	0
1542	24	0	0
1543	24	0	0
1544	24	0	0
1545	24	0	0
1546	24	0	0
1547	25	0	0
1548	25	0	0
1549	25	0	0
1550	25	0	0
1551	25	0	0
1552	25	0	0
1553	25	0	0
1554	25	0	0
1555	25	0	0
1556	25	0	0
1557	26	0	0
