CYCLE	CMDPOS0	CMDPOS1
922	0	0
923	0	0
924	0	0
925	0	0
926	0	0
927	0	0
928	0	0
929	0	0
930	0	0
931	0	0
932	0	0
933	0	0
934	0	0
935	0	0
936	0	0
937	0	0
938	1	1
939	1	1
940	1	1
941	1	1
942	1	1
943	1	1
944	1	1
945	2	2
946	2	2
947	2	2
948	2	2
949	2	2
950	3	3
951	3	3
952	3	3
953	3	3
954	4	4
955	4	4
956	4	4
957	4	4
958	5	5
959	5	5
960	5	5
961	6	6
962	6	6
963	6	6
964	7	7
965	7	7
966	8	8
967	8	8
968	8	8
969	9	9
970	9	9
971	10	10
972	10	10
973	11	11
974	11	11
975	11	11
976	12	12
977	12	12
978	13	13
979	13	13
980	14	14
981	15	15
982	15	15
983	16	16
984	16	16
985	17	17
986	17	17
987	18	18
988	19	19
989	19	19
990	20	20
991	20	20
992	21	21
993	22	22
994	22	22
995	23	23
996	24	24
997	24	24
998	25	25
999	26	26
1000	27	27
1001	27	27
1002	28	28
1003	29	29
1004	30	30
1005	30	30
1006	31	31
1007	32	32
1008	33	33
1009	34	34
1010	34	34
1011	35	35
1012	36	36
1013	37	37
1014	38	38
1015	39	39
1016	40	40
1017	40	40
1018	41	41
1019	42	42
1020	43	43
1021	44	44
1022	45	45
1023	46	46
1024	47	47
1025	48	48
1026	49	49
1027	50	50
1028	51	51
1029	52	52
1030	53	53
1031	54	54
1032	55	55
1033	56	56
1034	57	57
1035	58	58
1036	59	59
1037	60	60
1038	61	61
1039	63	63
1040	64	64
1041	65	65
1042	66	66
1043	67	67
1044	68	68
1045	69	69
1046	71	71
1047	72	72
1048	73	73
1049	74	74
1050	75	75
1051	77	77
1052	78	78
1053	79	79
1054	80	80
1055	81	81
1056	83	83
1057	84	84
1058	85	85
1059	86	86
1060	87	87
1061	89	89
1062	90	90
1063	91	91
1064	92	92
1065	93	93
1066	95	95
1067	96	96
1068	97	97
1069	98	98
1070	99	99
1071	101	101
1072	102	102
1073	103	103
1074	104	104
1075	105	105
1076	107	107
1077	108	108
1078	109	109
1079	110	110
1080	111	111
1081	113	113
1082	114	114
1083	115	115
1084	116	116
1085	117	117
1086	119	119
1087	120	120
1088	121	121
1089	122	122
1090	123	123
1091	124	124
1092	125	125
1093	127	127
1094	128	128
1095	129	129
1096	130	130
1097	131	131
1098	132	132
1099	133	133
1100	134	134
1101	135	135
1102	136	136
1103	137	137
1104	138	138
1105	139	139
1106	140	140
1107	141	141
1108	142	142
1109	143	143
1110	144	144
1111	145	145
1112	146	146
1113	147	147
1114	148	148
1115	148	148
1116	149	149
1117	150	150
1118	151	151
1119	152	152
1120	153	153
1121	154	154
1122	154	154
1123	155	155
1124	156	156
1125	157	157
1126	158	158
1127	158	158
1128	159	159
1129	160	160
1130	161	161
1131	161	161
1132	162	162
1133	163	163
1134	164	164
1135	164	164
1136	165	165
1137	166	166
1138	166	166
1139	167	167
1140	168	168
1141	168	168
1142	169	169
1143	169	169
1144	170	170
1145	171	171
1146	171	171
1147	172	172
1148	172	172
1149	173	173
1150	173	173
1151	174	174
1152	175	175
1153	175	175
1154	176	176
1155	176	176
1156	177	177
1157	177	177
1158	177	177
1159	178	178
1160	178	178
1161	179	179
1162	179	179
1163	180	180
1164	180	180
1165	180	180
1166	181	181
1167	181	181
1168	182	182
1169	182	182
1170	182	182
1171	183	183
1172	183	183
1173	183	183
1174	184	184
1175	184	184
1176	184	184
1177	184	184
1178	185	185
1179	185	185
1180	185	185
1181	185	185
1182	186	186
1183	186	186
1184	186	186
1185	186	186
1186	186	186
1187	187	187
1188	187	187
1189	187	187
1190	187	187
1191	187	187
1192	187	187
1193	187	187
1194	188	188
1195	188	188
1196	188	188
1197	188	188
1198	188	188
1199	188	188
1200	188	188
1201	188	188
1202	188	188
1203	188	188
1204	188	188
1205	188	188
1206	188	188
1207	188	188
1208	188	188
1209	188	188
1210	188	188
1211	188	188
1212	188	188
1213	188	188
1214	188	188
1215	188	188
1216	188	188
1217	188	188
1218	188	188
1219	188	188
1220	188	188
1221	188	188
1222	188	188
1223	188	188
1224	188	188
1225	188	188
1226	188	188
1227	188	188
1228	188	188
1229	188	188
1230	188	188
1231	188	188
1232	188	188
1233	188	188
1234	188	188
1235	188	188
1236	188	188
1237	188	188
1238	188	188
1239	188	188
1240	188	188
1241	188	188
1242	188	188
1243	188	188
1244	188	188
1245	188	188
1246	188	188
1247	188	188
1248	188	188
1249	188	188
1250	188	188
1251	188	188
1252	188	188
1253	188	188
1254	188	188
1255	188	188
1256	188	188
1257	188	188
1258	188	188
1259	188	188
1260	188	188
1261	188	188
1262	188	188
1263	188	188
1264	188	188
1265	188	188
1266	188	188
1267	188	188
1268	188	188
1269	188	188
1270	188	188
1271	188	188
1272	188	188
1273	188	188
1274	188	188
1275	188	188
1276	188	188
1277	188	188
1278	188	188
1279	188	188
1280	188	188
