CYCLE	CMDPOS0	CMDPOS1
934	0	0
935	0	0
936	0	0
937	0	0
938	0	0
939	0	0
940	0	0
941	0	0
942	0	0
943	0	0
944	0	0
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	1
961	0	1
962	0	1
963	0	1
964	0	1
965	0	1
966	0	1
967	0	1
968	0	1
969	0	1
970	0	1
971	0	1
972	0	1
973	0	2
974	0	2
975	0	2
976	0	2
977	0	2
978	0	2
979	0	2
980	0	2
981	0	2
982	0	3
983	0	3
984	0	3
985	0	3
986	0	3
987	0	3
988	0	3
989	0	4
990	0	4
991	0	4
992	0	4
993	0	4
994	0	4
995	0	4
996	0	5
997	0	5
998	0	5
999	0	5
1000	0	5
1001	0	6
1002	0	6
1003	0	6
1004	0	6
1005	0	6
1006	0	7
1007	0	7
1008	0	7
1009	1	7
1010	1	7
1011	1	8
1012	1	8
1013	1	8
1014	1	8
1015	1	8
1016	1	9
1017	1	9
1018	1	9
1019	1	9
1020	1	10
1021	1	10
1022	1	10
1023	1	10
1024	1	11
1025	1	11
1026	1	11
1027	1	11
1028	1	12
1029	1	12
1030	2	12
1031	2	12
1032	2	13
1033	2	13
1034	2	13
1035	2	14
1036	2	14
1037	2	14
1038	2	14
1039	2	15
1040	2	15
1041	2	15
1042	3	16
1043	3	16
1044	3	16
1045	3	17
1046	3	17
1047	3	17
1048	3	18
1049	3	18
1050	3	18
1051	4	18
1052	4	19
1053	4	19
1054	4	19
1055	4	20
1056	4	20
1057	4	20
1058	5	21
1059	5	21
1060	5	21
1061	5	22
1062	5	22
1063	5	22
1064	6	23
1065	6	23
1066	6	24
1067	6	24
1068	6	24
1069	6	25
1070	7	25
1071	7	25
1072	7	26
1073	7	26
1074	7	26
1075	8	27
1076	8	27
1077	8	27
1078	8	28
1079	9	28
1080	9	28
1081	9	29
1082	9	29
1083	10	30
1084	10	30
1085	10	30
1086	11	31
1087	11	31
1088	11	31
1089	11	32
1090	12	32
1091	12	32
1092	12	33
1093	13	33
1094	13	34
1095	13	34
1096	14	34
1097	14	35
1098	14	35
1099	15	35
1100	15	36
1101	15	36
1102	16	36
1103	16	37
1104	16	37
1105	17	37
1106	17	38
1107	18	38
1108	18	38
1109	18	39
1110	19	39
1111	19	39
1112	20	40
1113	20	40
1114	21	40
1115	21	41
1116	21	41
1117	22	41
1118	22	42
1119	23	42
1120	23	42
1121	24	43
1122	24	43
1123	25	43
1124	25	43
1125	26	44
1126	26	44
1127	27	44
1128	27	45
1129	28	45
1130	28	45
1131	29	45
1132	30	46
1133	30	46
1134	31	46
1135	31	46
1136	32	47
1137	32	47
1138	33	47
1139	34	47
1140	34	47
1141	35	48
1142	35	48
1143	36	48
1144	37	48
1145	37	48
1146	38	48
1147	38	49
1148	39	49
1149	40	49
1150	40	49
1151	41	49
1152	42	49
1153	42	49
1154	43	50
1155	44	50
1156	44	50
1157	45	50
1158	46	50
1159	46	50
1160	47	50
1161	48	50
1162	48	50
1163	49	50
1164	50	50
1165	51	50
1166	51	50
1167	52	50
1168	53	50
1169	53	50
1170	54	50
1171	55	50
1172	56	50
1173	56	50
1174	57	50
1175	58	49
1176	58	49
1177	59	49
1178	60	49
1179	60	49
1180	61	49
1181	62	49
1182	62	48
1183	63	48
1184	64	48
1185	65	48
1186	65	48
1187	66	47
1188	67	47
1189	67	47
1190	68	47
1191	69	46
1192	69	46
1193	70	46
1194	70	46
1195	71	45
1196	72	45
1197	72	45
1198	73	44
1199	74	44
1200	74	44
1201	75	43
1202	76	43
1203	76	43
1204	77	42
1205	77	42
1206	78	41
1207	78	41
1208	79	41
1209	80	40
1210	80	40
1211	81	39
1212	81	39
1213	82	39
1214	82	38
1215	83	38
1216	83	37
1217	84	37
1218	85	36
1219	85	36
1220	86	35
1221	86	35
1222	86	34
1223	87	34
1224	87	33
1225	88	33
1226	88	32
1227	89	32
1228	89	31
1229	90	31
1230	90	30
1231	90	29
1232	91	29
1233	91	28
1234	92	28
1235	92	27
1236	92	27
1237	93	26
1238	93	26
1239	93	25
1240	94	24
1241	94	24
1242	94	23
1243	95	23
1244	95	22
1245	95	22
1246	95	21
1247	96	21
1248	96	20
1249	96	19
1250	96	19
1251	97	18
1252	97	18
1253	97	17
1254	97	17
1255	97	16
1256	98	15
1257	98	15
1258	98	14
1259	98	14
1260	98	13
1261	98	13
1262	99	12
1263	99	12
1264	99	11
1265	99	10
1266	99	10
1267	99	9
1268	99	9
1269	99	8
1270	99	8
1271	99	7
1272	100	7
1273	100	6
1274	100	6
1275	100	5
1276	100	4
1277	100	4
1278	100	3
1279	100	3
1280	100	2
1281	100	2
1282	100	1
1283	100	1
1284	100	0
1285	100	-0
1286	100	-1
1287	100	-1
1288	100	-2
1289	100	-2
1290	100	-3
1291	100	-3
1292	100	-4
1293	100	-4
1294	100	-5
1295	100	-5
1296	100	-6
1297	100	-6
1298	100	-7
1299	99	-7
1300	99	-8
1301	99	-8
1302	99	-9
1303	99	-9
1304	99	-10
1305	99	-10
1306	99	-11
1307	99	-11
1308	99	-12
1309	99	-12
1310	98	-12
1311	98	-13
1312	98	-13
1313	98	-14
1314	98	-14
1315	98	-15
1316	98	-15
1317	97	-16
1318	97	-16
1319	97	-17
1320	97	-17
1321	97	-18
1322	97	-18
1323	96	-19
1324	96	-19
1325	96	-20
1326	96	-20
1327	96	-21
1328	95	-21
1329	95	-21
1330	95	-22
1331	95	-22
1332	95	-23
1333	94	-23
1334	94	-24
1335	94	-24
1336	94	-25
1337	93	-25
1338	93	-25
1339	93	-26
1340	93	-26
1341	92	-27
1342	92	-27
1343	92	-28
1344	91	-28
1345	91	-28
1346	91	-29
