CYCLE	CMDPOS0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	1
575	1
576	1
577	1
578	1
579	1
580	1
581	1
582	2
583	2
584	2
585	2
586	2
587	3
588	3
589	3
590	3
591	4
592	4
593	4
594	5
595	5
596	5
597	5
598	6
599	6
600	6
601	7
602	7
603	8
604	8
605	8
606	9
607	9
608	10
609	10
610	11
611	11
612	12
613	12
614	13
615	13
616	14
617	14
618	15
619	15
620	16
621	16
622	17
623	17
624	18
625	19
626	19
627	20
628	20
629	21
630	22
631	22
632	23
633	24
634	25
635	25
636	26
637	27
638	27
639	28
640	29
641	30
642	30
643	31
644	32
645	33
646	34
647	34
648	35
649	36
650	37
651	38
652	39
653	40
654	41
655	41
656	42
657	43
658	44
659	45
660	46
661	47
662	48
663	49
664	50
665	51
666	52
667	53
668	54
669	55
670	56
671	57
672	58
673	59
674	60
675	61
676	62
677	63
678	64
679	65
680	66
681	67
682	68
683	69
684	70
685	71
686	72
687	73
688	74
689	75
690	76
691	77
692	78
693	79
694	80
695	81
696	82
697	83
698	84
699	85
700	86
701	87
702	88
703	89
704	90
705	91
706	92
707	93
708	94
709	95
710	96
711	97
712	98
713	99
714	100
715	101
716	102
717	103
718	104
719	105
720	106
721	107
722	108
723	109
724	110
725	111
726	112
727	113
728	114
729	115
730	116
731	117
732	118
733	119
734	120
735	121
736	122
737	123
738	123
739	123
740	123
741	123
742	123
743	123
744	123
745	123
746	123
747	123
748	123
749	122
750	122
751	122
752	122
753	122
754	122
755	122
756	121
757	121
758	121
759	121
760	121
761	120
762	120
763	120
764	120
765	119
766	119
767	119
768	119
769	118
770	118
771	118
772	117
773	117
774	117
775	116
776	116
777	115
778	115
779	115
780	114
781	114
782	113
783	113
784	112
785	112
786	112
787	111
788	111
789	110
790	110
791	109
792	108
793	108
794	107
795	107
796	106
797	106
798	105
799	104
800	104
801	103
802	103
803	102
804	101
805	101
806	100
807	99
808	99
809	98
810	97
811	97
812	96
813	95
814	94
815	94
816	93
817	92
818	92
819	91
820	90
821	90
822	89
823	89
824	88
825	87
826	87
827	86
828	86
829	85
830	85
831	84
832	83
833	83
834	82
835	82
836	81
837	81
838	81
839	80
840	80
841	79
842	79
843	78
844	78
845	78
846	77
847	77
848	76
849	76
850	76
851	75
852	75
853	75
854	74
855	74
856	74
857	74
858	73
859	73
860	73
861	73
862	72
863	72
864	72
865	72
866	72
867	71
868	71
869	71
870	71
871	71
872	71
873	71
874	70
875	70
876	70
877	70
878	70
879	70
880	70
881	70
882	70
883	70
884	70
885	70
886	70
887	70
888	70
889	70
890	70
891	70
892	70
893	70
894	70
895	70
896	70
897	70
898	70
899	70
900	70
901	70
902	70
903	70
904	70
905	70
906	70
907	70
908	70
909	70
910	70
911	70
912	70
913	70
914	70
915	70
916	70
917	70
918	70
919	70
920	70
921	70
922	70
923	70
924	70
925	70
926	70
927	70
928	70
929	70
930	70
931	70
932	70
933	70
934	70
935	70
936	70
937	70
938	70
939	70
940	70
941	70
942	70
943	70
944	70
945	70
946	70
947	70
948	70
949	70
950	70
951	70
952	70
953	70
954	70
955	70
956	70
957	70
958	70
959	70
960	70
961	70
962	70
963	70
964	70
