CYCLE	CMDPOS0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	1
656	1
657	1
658	1
659	1
660	1
661	1
662	1
663	1
664	1
665	1
666	1
667	1
668	1
669	1
670	1
671	1
672	1
673	1
674	1
675	1
676	1
677	1
678	1
679	1
680	1
681	1
682	1
683	1
684	1
685	1
686	1
687	1
688	1
689	1
690	1
691	1
692	1
693	1
694	1
695	1
696	1
697	1
698	1
699	1
700	1
701	1
702	1
703	1
704	1
705	1
706	1
707	1
708	1
709	1
710	1
711	1
712	1
713	1
714	1
715	1
716	1
717	1
718	1
719	1
720	1
721	1
722	1
723	1
724	1
725	1
726	1
727	1
728	1
729	2
730	2
731	2
732	2
733	2
734	2
735	2
736	2
737	2
738	2
739	2
740	2
741	2
742	2
743	2
744	2
745	2
746	2
747	2
748	2
749	2
750	2
751	2
752	2
753	2
754	2
755	2
756	2
757	2
758	2
759	2
760	2
761	2
762	2
763	2
764	2
765	2
766	2
767	2
768	2
769	2
770	2
771	2
772	2
773	2
774	2
775	2
776	2
777	2
778	2
779	3
780	3
781	3
782	3
783	3
784	3
785	3
786	3
787	3
788	3
789	3
790	3
791	3
792	3
793	3
794	3
795	3
796	3
797	3
798	3
799	3
800	3
801	3
802	3
803	3
804	3
805	3
806	3
807	3
808	3
809	3
810	3
811	3
812	3
813	3
814	3
815	3
816	3
817	3
818	3
819	3
820	4
821	4
822	4
823	4
824	4
825	4
826	4
827	4
828	4
829	4
830	4
831	4
832	4
833	4
834	4
835	4
836	4
837	4
838	4
839	4
840	4
841	4
842	4
843	4
844	4
845	4
846	4
847	4
848	4
849	4
850	4
851	4
852	4
853	4
854	4
855	5
856	5
857	5
858	5
859	5
860	5
861	5
862	5
863	5
864	5
865	5
866	5
867	5
868	5
869	5
870	5
871	5
872	5
873	5
874	5
875	5
876	5
877	5
878	5
879	5
880	5
881	5
882	5
883	5
884	5
885	5
886	5
887	6
888	6
889	6
890	6
891	6
892	6
893	6
894	6
895	6
896	6
897	6
898	6
899	6
900	6
901	6
902	6
903	6
904	6
905	6
906	6
907	6
908	6
909	6
910	6
911	6
912	6
913	6
914	6
915	6
916	7
917	7
918	7
919	7
920	7
921	7
922	7
923	7
924	7
925	7
926	7
927	7
928	7
929	7
930	7
931	7
932	7
933	7
934	7
935	7
936	7
937	7
938	7
939	7
940	7
941	7
942	7
943	8
944	8
945	8
946	8
947	8
948	8
949	8
950	8
951	8
952	8
953	8
954	8
955	8
956	8
957	8
958	8
959	8
960	8
961	8
962	8
963	8
964	8
965	8
966	8
967	8
968	9
969	9
970	9
971	9
972	9
973	9
974	9
975	9
976	9
977	9
978	9
979	9
980	9
981	9
982	9
983	9
984	9
985	9
986	9
987	9
988	9
989	9
990	9
991	10
992	10
993	10
994	10
995	10
996	10
997	10
998	10
999	10
1000	10
1001	10
1002	10
1003	10
1004	10
1005	10
1006	10
1007	10
1008	10
1009	10
1010	10
1011	10
1012	10
1013	10
1014	11
1015	11
1016	11
1017	11
1018	11
1019	11
1020	11
1021	11
1022	11
1023	11
1024	11
1025	11
1026	11
1027	11
1028	11
1029	11
1030	11
1031	11
1032	11
1033	11
1034	11
1035	12
1036	12
1037	12
1038	12
1039	12
1040	12
1041	12
1042	12
1043	12
1044	12
1045	12
1046	12
1047	12
1048	12
1049	12
1050	12
1051	12
1052	12
1053	12
1054	12
1055	13
1056	13
1057	13
1058	13
1059	13
1060	13
1061	13
1062	13
1063	13
1064	13
1065	13
1066	13
1067	13
1068	13
1069	13
1070	13
1071	13
1072	13
1073	13
1074	13
1075	14
1076	14
1077	14
1078	14
1079	14
1080	14
1081	14
1082	14
1083	14
1084	14
1085	14
1086	14
1087	14
1088	14
1089	14
1090	14
1091	14
1092	14
1093	14
1094	15
1095	15
1096	15
1097	15
1098	15
1099	15
1100	15
1101	15
1102	15
1103	15
1104	15
1105	15
1106	15
1107	15
1108	15
1109	15
1110	15
1111	15
1112	16
1113	16
1114	16
1115	16
1116	16
1117	16
1118	16
1119	16
1120	16
1121	16
1122	16
1123	16
1124	16
1125	16
1126	16
1127	16
1128	16
1129	16
1130	17
1131	17
1132	17
1133	17
1134	17
1135	17
1136	17
1137	17
1138	17
1139	17
1140	17
1141	17
1142	17
1143	17
1144	17
1145	17
1146	17
1147	18
1148	18
1149	18
1150	18
1151	18
1152	18
1153	18
1154	18
1155	18
1156	18
1157	18
1158	18
1159	18
1160	18
1161	18
1162	18
1163	18
1164	19
1165	19
1166	19
1167	19
1168	19
1169	19
1170	19
1171	19
1172	19
1173	19
1174	19
1175	19
1176	19
1177	19
1178	19
1179	19
1180	20
1181	20
1182	20
1183	20
1184	20
1185	20
1186	20
1187	20
1188	20
1189	20
1190	20
1191	20
1192	20
1193	20
1194	20
1195	20
1196	21
1197	21
1198	21
1199	21
1200	21
1201	21
1202	21
1203	21
1204	21
1205	21
1206	21
1207	21
1208	21
1209	21
1210	21
1211	22
1212	22
1213	22
1214	22
1215	22
1216	22
1217	22
1218	22
1219	22
1220	22
1221	22
1222	22
1223	22
1224	22
1225	22
1226	23
1227	23
1228	23
1229	23
1230	23
1231	23
1232	23
1233	23
1234	23
1235	23
1236	23
1237	23
1238	23
1239	23
1240	23
1241	24
1242	24
1243	24
1244	24
1245	24
1246	24
1247	24
1248	24
1249	24
1250	24
1251	24
1252	24
1253	24
1254	24
1255	25
1256	25
1257	25
1258	25
1259	25
1260	25
1261	25
1262	25
1263	25
1264	25
1265	25
1266	25
1267	25
1268	25
1269	25
1270	26
1271	26
1272	26
1273	26
1274	26
1275	26
1276	26
1277	26
1278	26
1279	26
1280	26
1281	26
1282	26
1283	26
1284	27
1285	27
1286	27
1287	27
1288	27
1289	27
1290	27
1291	27
1292	27
1293	27
1294	27
1295	27
1296	27
1297	28
1298	28
1299	28
1300	28
1301	28
1302	28
1303	28
1304	28
1305	28
1306	28
1307	28
1308	28
1309	28
1310	29
1311	29
1312	29
1313	29
1314	29
1315	29
1316	29
1317	29
1318	29
1319	29
1320	29
1321	29
1322	29
1323	29
1324	30
1325	30
1326	30
1327	30
1328	30
1329	30
1330	30
1331	30
1332	30
1333	30
1334	30
1335	30
1336	30
1337	31
1338	31
1339	31
1340	31
1341	31
1342	31
1343	31
1344	31
1345	31
1346	31
1347	31
1348	31
1349	32
1350	32
1351	32
1352	32
1353	32
1354	32
1355	32
1356	32
1357	32
1358	32
1359	32
1360	32
1361	32
1362	33
1363	33
1364	33
1365	33
1366	33
1367	33
1368	33
1369	33
1370	33
1371	33
1372	33
1373	33
1374	34
1375	34
1376	34
1377	34
1378	34
1379	34
1380	34
1381	34
1382	34
1383	34
1384	34
1385	34
1386	35
1387	35
1388	35
1389	35
1390	35
1391	35
1392	35
1393	35
1394	35
1395	35
1396	35
1397	35
1398	36
1399	36
1400	36
1401	36
1402	36
1403	36
1404	36
1405	36
1406	36
1407	36
1408	36
1409	36
1410	37
1411	37
1412	37
1413	37
1414	37
1415	37
1416	37
1417	37
1418	37
1419	37
1420	37
1421	37
1422	38
1423	38
1424	38
1425	38
1426	38
1427	38
1428	38
1429	38
1430	38
1431	38
1432	38
1433	39
1434	39
1435	39
1436	39
1437	39
1438	39
1439	39
1440	39
1441	39
1442	39
1443	39
1444	40
1445	40
1446	40
1447	40
1448	40
1449	40
1450	40
1451	40
1452	40
1453	40
1454	40
1455	41
1456	41
1457	41
1458	41
1459	41
1460	41
1461	41
1462	41
1463	41
1464	41
1465	41
1466	41
1467	42
1468	42
1469	42
1470	42
1471	42
1472	42
1473	42
1474	42
1475	42
1476	42
1477	43
1478	43
1479	43
1480	43
1481	43
1482	43
1483	43
1484	43
1485	43
1486	43
1487	43
1488	44
1489	44
1490	44
1491	44
1492	44
1493	44
1494	44
1495	44
1496	44
1497	44
1498	44
1499	45
1500	45
1501	45
1502	45
1503	45
1504	45
1505	45
1506	45
1507	45
1508	45
1509	46
1510	46
1511	46
1512	46
1513	46
1514	46
1515	46
1516	46
1517	46
1518	46
1519	46
1520	47
1521	47
1522	47
1523	47
1524	47
1525	47
1526	47
1527	47
1528	47
1529	47
1530	48
1531	48
1532	48
1533	48
1534	48
1535	48
1536	48
1537	48
1538	48
1539	48
1540	49
1541	49
1542	49
1543	49
1544	49
1545	49
1546	49
1547	49
1548	49
1549	49
1550	50
1551	50
1552	50
1553	50
1554	50
1555	50
1556	50
1557	50
1558	50
1559	50
1560	50
1561	51
1562	51
1563	51
1564	51
1565	51
1566	51
1567	51
1568	51
1569	51
1570	51
1571	52
1572	52
1573	52
1574	52
1575	52
1576	52
1577	52
1578	52
1579	52
