CYCLE	CMDPOS0	CMDPOS1
909	0	0
910	0	0
911	0	0
912	0	0
913	0	0
914	0	0
915	0	0
916	0	0
917	0	0
918	0	0
919	0	0
920	0	0
921	0	0
922	0	0
923	0	0
924	0	0
925	0	0
926	0	0
927	0	0
928	0	0
929	0	0
930	0	0
931	0	0
932	0	0
933	0	0
934	0	0
935	0	0
936	0	0
937	0	0
938	0	0
939	0	0
940	0	0
941	1	0
942	1	0
943	1	0
944	1	0
945	1	0
946	1	0
947	1	0
948	1	0
949	1	0
950	1	0
951	1	0
952	1	0
953	1	0
954	1	0
955	1	0
956	1	0
957	2	0
958	2	0
959	2	0
960	2	0
961	2	0
962	2	0
963	2	0
964	2	0
965	2	0
966	2	0
967	2	0
968	3	0
969	3	0
970	3	0
971	3	0
972	3	0
973	3	0
974	3	0
975	3	0
976	3	0
977	3	0
978	4	0
979	4	0
980	4	0
981	4	0
982	4	0
983	4	0
984	4	0
985	4	0
986	5	0
987	5	0
988	5	0
989	5	0
990	5	0
991	5	0
992	5	0
993	6	0
994	6	0
995	6	0
996	6	0
997	6	0
998	6	0
999	7	0
1000	7	0
1001	7	0
1002	7	0
1003	7	0
1004	7	0
1005	8	0
1006	8	0
1007	8	0
1008	8	0
1009	8	0
1010	8	0
1011	9	0
1012	9	0
1013	9	0
1014	9	0
1015	9	0
1016	10	0
1017	10	0
1018	10	0
1019	10	0
1020	10	0
1021	11	0
1022	11	0
1023	11	0
1024	11	0
1025	11	0
1026	12	0
1027	12	0
1028	12	0
1029	12	0
1030	13	0
1031	13	0
1032	13	0
1033	13	0
1034	13	0
1035	14	0
1036	14	0
1037	14	0
1038	14	0
1039	15	0
1040	15	0
1041	15	0
1042	15	0
1043	16	0
1044	16	0
1045	16	0
1046	16	0
1047	17	0
1048	17	0
1049	17	0
1050	17	0
1051	18	0
1052	18	0
1053	18	0
1054	18	0
1055	19	0
1056	19	0
1057	19	0
1058	20	0
1059	20	0
1060	20	0
1061	20	0
1062	21	0
1063	21	0
1064	21	0
1065	22	0
1066	22	0
1067	22	0
1068	23	0
1069	23	0
1070	23	0
1071	23	0
1072	24	0
1073	24	0
1074	24	0
1075	25	0
1076	25	0
1077	25	0
1078	26	0
1079	26	0
1080	26	0
1081	27	0
1082	27	0
1083	27	0
1084	27	0
1085	28	0
1086	28	0
1087	28	0
1088	29	0
1089	29	0
1090	29	0
1091	29	0
1092	30	0
1093	30	0
1094	30	0
1095	31	0
1096	31	0
1097	31	0
1098	31	0
1099	32	0
1100	32	0
1101	32	0
1102	32	0
1103	33	0
1104	33	0
1105	33	0
1106	34	0
1107	34	0
1108	34	0
1109	34	0
1110	35	0
1111	35	0
1112	35	0
1113	35	0
1114	36	0
1115	36	0
1116	36	0
1117	36	0
1118	36	0
1119	37	0
1120	37	0
1121	37	0
1122	37	0
1123	38	0
1124	38	0
1125	38	0
1126	38	0
1127	38	0
1128	39	0
1129	39	0
1130	39	0
1131	39	0
1132	40	0
1133	40	0
1134	40	0
1135	40	0
1136	40	0
1137	41	0
1138	41	0
1139	41	0
1140	41	0
1141	41	0
1142	41	0
1143	42	0
1144	42	0
1145	42	0
1146	42	0
1147	42	0
1148	43	0
1149	43	0
1150	43	0
1151	43	0
1152	43	0
1153	43	0
1154	44	0
1155	44	0
1156	44	0
1157	44	0
1158	44	0
1159	44	0
1160	44	0
1161	45	0
1162	45	0
1163	45	0
1164	45	0
1165	45	0
1166	45	0
1167	45	0
1168	46	0
1169	46	0
1170	46	0
1171	46	0
1172	46	0
1173	46	0
1174	46	0
1175	46	0
1176	47	0
1177	47	0
1178	47	0
1179	47	0
1180	47	0
1181	47	0
1182	47	0
1183	47	0
1184	47	0
1185	48	0
1186	48	0
1187	48	0
1188	48	0
1189	48	0
1190	48	0
1191	48	0
1192	48	0
1193	48	0
1194	48	0
1195	48	0
1196	49	0
1197	49	0
1198	49	0
1199	49	0
1200	49	0
1201	49	0
1202	49	0
1203	49	0
1204	49	0
1205	49	0
1206	49	0
1207	49	0
1208	49	0
1209	49	0
1210	49	0
1211	49	0
1212	50	0
1213	50	0
1214	50	0
1215	50	0
1216	50	0
1217	50	0
1218	50	0
1219	50	0
1220	50	0
1221	50	0
1222	50	0
1223	50	0
1224	50	0
1225	50	0
1226	50	0
1227	50	0
1228	50	0
1229	50	0
1230	50	0
1231	50	0
1232	50	0
1233	50	0
1234	50	0
1235	50	0
1236	50	0
1237	50	0
1238	50	0
1239	50	0
1240	50	0
1241	50	0
1242	50	0
1243	50	0
1244	50	0
1245	50	0
1246	50	0
1247	50	0
1248	50	0
1249	50	0
1250	50	0
1251	50	0
1252	50	0
1253	50	0
1254	50	0
1255	50	0
1256	50	0
1257	50	1
1258	50	1
1259	50	1
1260	50	1
1261	50	1
1262	50	1
1263	50	1
1264	50	1
1265	50	1
1266	50	1
1267	50	1
1268	50	1
1269	50	1
1270	50	1
1271	50	1
1272	50	1
1273	50	1
1274	50	2
1275	50	2
1276	50	2
1277	50	2
1278	50	2
1279	50	2
1280	50	2
1281	50	2
1282	50	2
1283	50	2
1284	50	2
1285	50	3
1286	50	3
1287	50	3
1288	50	3
1289	50	3
1290	50	3
1291	50	3
1292	50	3
1293	50	3
1294	50	4
1295	50	4
1296	50	4
1297	50	4
1298	50	4
1299	50	4
1300	50	4
1301	50	4
1302	50	5
1303	50	5
1304	50	5
1305	50	5
1306	50	5
1307	50	5
1308	50	5
1309	50	6
1310	50	6
1311	50	6
1312	50	6
1313	50	6
1314	50	6
1315	50	7
1316	50	7
1317	50	7
1318	50	7
1319	50	7
1320	50	7
1321	50	8
1322	50	8
1323	50	8
1324	50	8
1325	50	8
1326	50	8
1327	50	9
1328	50	9
1329	50	9
1330	50	9
1331	50	9
1332	50	10
1333	50	10
1334	50	10
1335	50	10
1336	50	10
1337	50	11
1338	50	11
1339	50	11
1340	50	11
1341	50	11
1342	50	12
1343	50	12
1344	50	12
1345	50	12
1346	50	12
1347	50	13
1348	50	13
1349	50	13
1350	50	13
1351	50	14
1352	50	14
1353	50	14
1354	50	14
1355	50	15
1356	50	15
1357	50	15
1358	50	15
1359	50	16
1360	50	16
1361	50	16
1362	50	16
1363	50	17
1364	50	17
1365	50	17
1366	50	17
1367	50	18
1368	50	18
1369	50	18
1370	50	18
1371	50	19
1372	50	19
1373	50	19
1374	50	20
1375	50	20
1376	50	20
1377	50	20
1378	50	21
1379	50	21
1380	50	21
1381	50	22
1382	50	22
1383	50	22
1384	50	22
1385	50	23
1386	50	23
1387	50	23
1388	50	24
1389	50	24
1390	50	24
1391	50	25
1392	50	25
1393	50	25
1394	50	26
1395	50	26
1396	50	26
1397	50	26
1398	50	27
1399	50	27
1400	50	27
1401	50	28
