CYCLE	CMDPOS0	CMDPOS1	CMDPOS2
1225	0	0	0
1226	0	0	0
1227	0	0	0
1228	0	0	0
1229	0	0	0
1230	0	0	0
1231	0	0	0
1232	0	0	0
1233	0	0	0
1234	0	0	0
1235	0	0	0
1236	0	0	0
1237	0	0	0
1238	0	0	0
1239	0	0	0
1240	0	0	0
1241	0	0	0
1242	0	0	0
1243	0	0	0
1244	0	0	0
1245	0	0	0
1246	0	0	0
1247	0	0	0
1248	0	0	0
1249	0	0	0
1250	0	0	0
1251	0	0	0
1252	0	0	0
1253	0	0	0
1254	0	0	0
1255	0	0	0
1256	0	0	0
1257	1	0	0
1258	1	0	0
1259	1	0	0
1260	1	0	0
1261	1	0	0
1262	1	0	0
1263	1	0	0
1264	1	0	0
1265	1	0	0
1266	1	0	0
1267	1	0	0
1268	1	0	0
1269	1	0	0
1270	1	0	0
1271	1	0	0
1272	1	0	0
1273	2	0	0
1274	2	0	0
1275	2	0	0
1276	2	0	0
1277	2	0	0
1278	2	0	0
1279	2	0	0
1280	2	0	0
1281	2	0	0
1282	2	0	0
1283	2	0	0
1284	2	0	0
1285	3	0	0
1286	3	0	0
1287	3	0	0
1288	3	0	0
1289	3	0	0
1290	3	0	0
1291	3	0	0
1292	3	0	0
1293	3	0	0
1294	4	0	0
1295	4	0	0
1296	4	0	0
1297	4	0	0
1298	4	0	0
1299	4	0	0
1300	4	0	0
1301	4	0	0
1302	5	0	0
1303	5	0	0
1304	5	0	0
1305	5	0	0
1306	5	0	0
1307	5	0	0
1308	5	0	0
1309	6	0	0
1310	6	0	0
1311	6	0	0
1312	6	0	0
1313	6	0	0
1314	6	0	0
1315	7	0	0
1316	7	0	0
1317	7	0	0
1318	7	0	0
1319	7	0	0
1320	7	0	0
1321	8	0	0
1322	8	0	0
1323	8	0	0
1324	8	0	0
1325	8	0	0
1326	8	0	0
1327	9	0	0
1328	9	0	0
1329	9	0	0
1330	9	0	0
1331	9	0	0
1332	10	0	0
1333	10	0	0
1334	10	0	0
1335	10	0	0
1336	10	0	0
1337	11	0	0
1338	11	0	0
1339	11	0	0
1340	11	0	0
1341	11	0	0
1342	12	0	0
1343	12	0	0
1344	12	0	0
1345	12	0	0
1346	13	0	0
1347	13	0	0
1348	13	0	0
1349	13	0	0
1350	13	0	0
1351	14	0	0
1352	14	0	0
1353	14	0	0
1354	14	0	0
1355	15	0	0
1356	15	0	0
1357	15	0	0
1358	15	0	0
1359	16	0	0
1360	16	0	0
1361	16	0	0
1362	16	0	0
1363	17	0	0
1364	17	0	0
1365	17	0	0
1366	17	0	0
1367	18	0	0
1368	18	0	0
1369	18	0	0
1370	18	0	0
1371	19	0	0
1372	19	0	0
1373	19	0	0
1374	20	0	0
1375	20	0	0
1376	20	0	0
1377	20	0	0
1378	21	0	0
1379	21	0	0
1380	21	0	0
1381	22	0	0
1382	22	0	0
1383	22	0	0
1384	22	0	0
1385	23	0	0
1386	23	0	0
1387	23	0	0
1388	24	0	0
1389	24	0	0
1390	24	0	0
1391	25	0	0
1392	25	0	0
1393	25	0	0
1394	26	0	0
1395	26	0	0
1396	26	0	0
1397	26	0	0
1398	27	0	0
1399	27	0	0
1400	27	0	0
1401	28	0	0
1402	28	0	0
1403	28	0	0
1404	29	0	0
1405	29	0	0
1406	29	0	0
1407	30	0	0
1408	30	0	0
1409	31	0	0
1410	31	0	0
1411	31	0	0
1412	32	0	0
1413	32	0	0
1414	32	0	0
1415	33	0	0
1416	33	0	0
1417	33	0	0
1418	34	0	0
1419	34	0	0
1420	34	0	0
1421	35	0	0
1422	35	0	0
1423	36	0	0
1424	36	0	0
1425	36	0	0
1426	37	0	0
1427	37	0	0
1428	38	0	0
1429	38	0	0
1430	38	0	0
1431	39	0	0
1432	39	0	0
1433	39	0	0
1434	40	0	0
1435	40	0	0
1436	41	0	0
1437	41	0	0
1438	41	0	0
1439	42	0	0
1440	42	0	0
1441	43	0	0
1442	43	0	0
1443	44	0	0
1444	44	0	0
1445	44	0	0
