CYCLE	CMDPOS0	CMDPOS1
943	0	0
944	0	0
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	1	0
963	1	0
964	1	0
965	1	0
966	1	0
967	1	0
968	1	0
969	2	0
970	2	0
971	2	0
972	2	0
973	2	0
974	3	1
975	3	1
976	3	1
977	3	1
978	4	1
979	4	1
980	4	1
981	4	1
982	5	1
983	5	1
984	5	1
985	6	1
986	6	1
987	6	1
988	7	1
989	7	1
990	7	1
991	8	2
992	8	2
993	9	2
994	9	2
995	9	2
996	10	2
997	10	2
998	11	2
999	11	2
1000	12	2
1001	12	2
1002	13	3
1003	13	3
1004	14	3
1005	14	3
1006	15	3
1007	15	3
1008	16	3
1009	16	3
1010	17	3
1011	18	4
1012	18	4
1013	19	4
1014	19	4
1015	20	4
1016	21	4
1017	21	4
1018	22	4
1019	23	5
1020	23	5
1021	24	5
1022	25	5
1023	25	5
1024	26	5
1025	27	5
1026	28	6
1027	28	6
1028	29	6
1029	30	6
1030	31	6
1031	31	6
1032	32	6
1033	33	7
1034	34	7
1035	35	7
1036	35	7
1037	36	7
1038	37	7
1039	38	8
1040	39	8
1041	40	8
1042	41	8
1043	41	8
1044	42	8
1045	43	9
1046	44	9
1047	45	9
1048	46	9
1049	47	9
1050	48	10
1051	49	10
1052	50	10
1053	51	10
1054	52	10
1055	53	11
1056	54	11
1057	55	11
1058	56	11
1059	57	11
1060	58	12
1061	59	12
1062	60	12
1063	61	12
1064	62	12
1065	63	13
1066	64	13
1067	65	13
1068	66	13
1069	67	13
1070	68	14
1071	69	14
1072	70	14
1073	71	14
1074	72	14
1075	73	15
1076	74	15
1077	75	15
1078	75	15
1079	76	15
1080	77	15
1081	78	16
1082	79	16
1083	80	16
1084	81	16
1085	82	16
1086	83	17
1087	84	17
1088	85	17
1089	86	17
1090	87	17
1091	88	18
1092	89	18
1093	90	18
1094	91	18
1095	92	18
1096	93	19
1097	94	19
1098	95	19
1099	96	19
1100	97	19
1101	98	20
1102	99	20
1103	100	20
1104	101	20
1105	102	20
1106	103	21
1107	104	21
1108	105	21
1109	106	21
1110	106	21
1111	107	21
1112	108	22
1113	109	22
1114	110	22
1115	110	22
1116	111	22
1117	112	22
1118	113	23
1119	113	23
1120	114	23
1121	115	23
1122	115	23
1123	116	23
1124	116	23
1125	117	23
1126	118	24
1127	118	24
1128	119	24
1129	119	24
1130	120	24
1131	120	24
1132	120	24
1133	121	24
1134	121	24
1135	122	25
1136	122	25
1137	122	25
1138	123	25
1139	123	25
1140	123	25
1141	123	25
1142	124	25
1143	124	25
1144	124	25
1145	124	25
1146	124	25
1147	125	25
1148	125	25
1149	125	25
1150	125	25
1151	125	25
1152	125	25
1153	125	25
1154	125	25
1155	125	25
1156	125	26
1157	125	26
1158	125	26
1159	125	26
1160	125	26
1161	124	26
1162	124	26
1163	124	25
1164	124	25
1165	124	25
1166	123	25
1167	123	25
1168	123	25
1169	123	25
1170	122	25
1171	122	25
1172	122	25
1173	121	25
1174	121	25
1175	120	25
1176	120	25
1177	119	25
1178	119	25
1179	119	25
1180	118	25
1181	117	25
1182	117	25
1183	116	25
1184	116	24
1185	115	24
1186	115	24
1187	114	24
1188	113	24
1189	113	24
1190	112	24
1191	111	24
1192	110	24
1193	110	23
1194	109	23
1195	108	23
1196	107	23
1197	106	23
1198	105	23
1199	105	23
1200	104	23
1201	103	22
1202	102	22
1203	101	22
1204	100	22
1205	99	22
1206	98	22
1207	97	21
1208	96	21
1209	95	21
1210	94	21
1211	93	21
1212	92	21
1213	91	21
1214	90	20
1215	89	20
1216	88	20
1217	87	20
1218	86	20
1219	85	20
1220	84	19
1221	83	19
1222	82	19
1223	81	19
1224	80	19
1225	79	19
1226	78	18
1227	77	18
1228	76	18
1229	75	18
1230	74	18
1231	73	18
1232	72	18
1233	71	17
1234	70	17
1235	69	17
1236	68	17
1237	67	17
1238	66	17
1239	65	16
1240	64	16
1241	63	16
1242	62	16
1243	61	16
1244	60	16
1245	59	15
1246	58	15
1247	57	15
1248	56	15
1249	56	15
1250	55	15
1251	54	15
