CYCLE	CMDPOS0	CMDPOS1
934	0	0
935	0	0
936	0	0
937	0	0
938	0	0
939	0	0
940	0	0
941	0	0
942	0	0
943	0	0
944	0	0
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	0	0
963	0	0
964	0	0
965	0	0
966	0	0
967	0	0
968	0	0
969	0	0
970	1	0
971	1	0
972	1	0
973	1	0
974	1	0
975	1	0
976	1	0
977	1	0
978	1	0
979	1	0
980	1	0
981	1	0
982	1	0
983	1	0
984	1	0
985	1	0
986	2	0
987	2	0
988	2	0
989	2	0
990	2	0
991	2	0
992	2	0
993	2	0
994	2	0
995	2	0
996	2	0
997	3	0
998	3	0
999	3	0
1000	3	0
1001	3	0
1002	3	0
1003	3	0
1004	3	0
1005	3	0
1006	3	0
1007	4	0
1008	4	0
1009	4	0
1010	4	0
1011	4	0
1012	4	0
1013	4	0
1014	4	0
1015	5	0
1016	5	0
1017	5	0
1018	5	0
1019	5	0
1020	5	0
1021	5	0
1022	6	0
1023	6	0
1024	6	0
1025	6	0
1026	6	0
1027	6	0
1028	7	0
1029	7	0
1030	7	0
1031	7	0
1032	7	0
1033	7	0
1034	8	0
1035	8	0
1036	8	0
1037	8	0
1038	8	0
1039	8	0
1040	9	0
1041	9	0
1042	9	0
1043	9	0
1044	9	0
1045	10	0
1046	10	0
1047	10	0
1048	10	0
1049	10	0
1050	11	0
1051	11	0
1052	11	0
1053	11	0
1054	11	0
1055	12	0
1056	12	0
1057	12	0
1058	12	0
1059	13	0
1060	13	0
1061	13	0
1062	13	0
1063	13	0
1064	14	0
1065	14	0
1066	14	0
1067	14	0
1068	15	0
1069	15	0
1070	15	0
1071	15	0
1072	16	0
1073	16	0
1074	16	0
1075	16	0
1076	17	0
1077	17	0
1078	17	0
1079	17	0
1080	18	0
1081	18	0
1082	18	0
1083	18	0
1084	19	0
1085	19	0
1086	19	0
1087	20	0
1088	20	0
1089	20	0
1090	20	0
1091	21	0
1092	21	0
1093	21	0
1094	22	0
1095	22	0
1096	22	0
1097	22	0
1098	23	0
1099	23	0
1100	23	0
1101	23	0
1102	24	0
1103	24	0
1104	24	0
1105	24	0
1106	25	0
1107	25	0
1108	25	0
1109	25	0
1110	26	0
1111	26	0
1112	26	0
1113	26	0
1114	27	0
1115	27	0
1116	27	0
1117	27	0
1118	27	0
1119	28	0
1120	28	0
1121	28	0
1122	28	0
1123	29	0
1124	29	0
1125	29	0
1126	29	0
1127	29	0
1128	30	0
1129	30	0
1130	30	0
1131	30	0
1132	30	0
1133	31	0
1134	31	0
1135	31	0
1136	31	0
1137	31	0
1138	32	0
1139	32	0
1140	32	0
1141	32	0
1142	32	0
1143	32	0
1144	33	0
1145	33	0
1146	33	0
1147	33	0
1148	33	0
1149	33	0
1150	34	0
1151	34	0
1152	34	0
1153	34	0
1154	34	0
1155	34	0
1156	35	0
1157	35	0
1158	35	0
1159	35	0
1160	35	0
1161	35	0
1162	35	0
1163	36	0
1164	36	0
1165	36	0
1166	36	0
1167	36	0
1168	36	0
1169	36	0
1170	36	0
1171	37	0
1172	37	0
1173	37	0
1174	37	0
1175	37	0
1176	37	0
1177	37	0
1178	37	0
1179	37	0
1180	38	0
1181	38	0
1182	38	0
1183	38	0
1184	38	0
1185	38	0
1186	38	0
1187	38	0
1188	38	0
1189	38	0
1190	38	0
1191	38	0
1192	39	0
1193	39	0
1194	39	0
1195	39	0
1196	39	0
1197	39	0
1198	39	0
1199	39	0
1200	39	0
1201	39	0
1202	39	0
1203	39	0
1204	39	0
1205	39	0
1206	39	0
1207	39	0
1208	40	0
1209	40	0
1210	40	0
1211	40	0
1212	40	0
1213	40	0
1214	40	0
1215	40	0
1216	40	0
1217	40	0
1218	40	0
1219	40	0
1220	40	0
1221	40	0
1222	40	0
1223	40	0
1224	40	0
1225	40	0
1226	40	0
1227	40	0
1228	40	0
1229	40	0
1230	40	0
1231	40	0
1232	40	0
1233	40	0
1234	40	0
1235	40	0
1236	40	0
1237	40	0
1238	40	0
1239	40	0
1240	40	0
1241	40	0
1242	40	0
1243	40	0
1244	40	0
1245	40	0
1246	40	0
1247	40	0
1248	40	0
1249	40	0
1250	40	0
1251	40	0
1252	40	0
1253	40	0
1254	40	0
1255	40	0
1256	40	0
1257	40	0
1258	40	0
1259	40	0
1260	40	0
1261	40	0
1262	40	0
1263	40	0
1264	40	0
1265	40	0
1266	40	0
1267	40	0
1268	40	0
1269	40	0
1270	40	0
1271	40	0
1272	40	0
1273	40	0
1274	40	0
1275	40	0
1276	40	0
1277	40	0
1278	40	0
1279	40	0
1280	40	0
1281	40	0
1282	40	0
1283	40	0
1284	40	0
1285	40	0
1286	40	0
1287	40	0
1288	40	0
1289	40	0
1290	40	0
1291	40	0
1292	40	0
1293	40	0
1294	40	0
1295	40	0
1296	40	0
1297	40	0
1298	40	0
1299	40	0
