CYCLE	CMDPOS0	CMDPOS1	CMDPOS2
1276	0	0	0
1277	0	0	0
1278	0	0	0
1279	0	0	0
1280	0	0	0
1281	0	0	0
1282	0	0	0
1283	0	0	0
1284	0	0	0
1285	0	0	0
1286	0	0	0
1287	0	0	0
1288	0	0	0
1289	0	0	0
1290	0	0	0
1291	0	0	0
1292	0	0	0
1293	0	0	0
1294	0	0	0
1295	0	0	0
1296	0	0	0
1297	0	0	0
1298	0	0	0
1299	0	0	0
1300	0	0	0
1301	0	0	0
1302	0	0	0
1303	0	0	0
1304	0	0	0
1305	0	0	0
1306	0	0	0
1307	0	0	0
1308	0	0	0
1309	0	0	0
1310	1	0	0
1311	1	0	0
1312	1	0	0
1313	1	0	0
1314	1	0	0
1315	1	0	0
1316	1	0	0
1317	1	0	0
1318	1	0	0
1319	1	0	0
1320	1	0	0
1321	1	0	0
1322	1	0	0
1323	1	0	0
1324	1	0	0
1325	1	0	0
1326	2	0	0
1327	2	0	0
1328	2	0	0
1329	2	0	0
1330	2	0	0
1331	2	0	0
1332	2	0	0
1333	2	0	0
1334	2	0	0
1335	2	0	0
1336	2	0	0
1337	2	0	0
1338	3	0	0
1339	3	0	0
1340	3	0	0
1341	3	0	0
1342	3	0	0
1343	3	0	0
1344	3	0	0
1345	3	0	0
1346	3	0	0
1347	4	0	0
1348	4	0	0
1349	4	0	0
1350	4	0	0
1351	4	0	0
1352	4	0	0
1353	4	0	0
1354	4	0	0
1355	5	0	0
1356	5	0	0
1357	5	0	0
1358	5	0	0
1359	5	0	0
1360	5	0	0
1361	5	0	0
1362	6	0	0
1363	6	0	0
1364	6	0	0
1365	6	0	0
1366	6	0	0
1367	6	0	0
1368	7	0	0
1369	7	0	0
1370	7	0	0
1371	7	0	0
1372	7	0	0
1373	7	0	0
1374	8	0	0
1375	8	0	0
1376	8	0	0
1377	8	0	0
1378	8	0	0
1379	8	0	0
1380	9	0	0
1381	9	0	0
1382	9	0	0
1383	9	0	0
1384	9	0	0
1385	10	0	0
1386	10	0	0
1387	10	0	0
1388	10	0	0
1389	10	0	0
1390	11	0	0
1391	11	0	0
1392	11	0	0
1393	11	0	0
1394	11	0	0
1395	12	0	0
1396	12	0	0
1397	12	0	0
1398	12	0	0
1399	13	0	0
1400	13	0	0
1401	13	0	0
1402	13	0	0
1403	13	0	0
1404	14	0	0
1405	14	0	0
1406	14	0	0
1407	14	0	0
1408	15	0	0
1409	15	0	0
1410	15	0	0
1411	15	0	0
1412	16	0	0
1413	16	0	0
1414	16	0	0
1415	16	0	0
1416	17	0	0
1417	17	0	0
1418	17	0	0
1419	17	0	0
1420	18	0	0
1421	18	0	0
1422	18	0	0
1423	18	0	0
1424	19	0	0
1425	19	0	0
1426	19	0	0
1427	20	0	0
1428	20	0	0
1429	20	0	0
1430	20	0	0
1431	21	0	0
1432	21	0	0
1433	21	0	0
1434	22	0	0
1435	22	0	0
1436	22	0	0
1437	22	0	0
1438	23	0	0
1439	23	0	0
1440	23	0	0
1441	24	0	0
1442	24	0	0
1443	24	0	0
1444	25	0	0
1445	25	0	0
1446	25	0	0
1447	26	0	0
1448	26	0	0
1449	26	0	0
1450	26	0	0
1451	27	0	0
1452	27	0	0
1453	27	0	0
1454	28	0	0
1455	28	0	0
1456	28	0	0
1457	29	0	0
1458	29	0	0
1459	29	0	0
1460	30	0	0
1461	30	0	0
1462	31	0	0
1463	31	0	0
1464	31	0	0
1465	32	0	0
1466	32	0	0
1467	32	0	0
1468	33	0	0
1469	33	0	0
1470	33	0	0
1471	34	0	0
1472	34	0	0
1473	34	0	0
1474	35	0	0
1475	35	0	0
1476	36	0	0
1477	36	0	0
1478	36	0	0
1479	37	0	0
1480	37	0	0
1481	38	0	0
1482	38	0	0
1483	38	0	0
1484	39	0	0
1485	39	0	0
1486	39	0	0
1487	40	0	0
1488	40	0	0
1489	41	0	0
1490	41	0	0
1491	41	0	0
1492	42	0	0
1493	42	0	0
1494	43	0	0
1495	43	0	0
1496	44	0	0
1497	44	0	0
1498	44	0	0
1499	45	0	0
1500	45	0	0
1501	46	0	0
1502	46	0	0
1503	46	0	0
1504	47	0	0
1505	47	0	0
1506	48	0	0
1507	48	0	0
1508	49	0	0
1509	49	0	0
1510	50	0	0
1511	50	0	0
1512	50	0	0
1513	51	0	0
1514	51	0	0
1515	52	0	0
1516	52	0	0
1517	53	0	0
1518	53	0	0
1519	54	0	0
1520	54	0	0
1521	54	0	0
1522	55	0	0
1523	55	0	0
1524	56	0	0
1525	56	0	0
1526	56	0	0
1527	57	0	0
1528	57	0	0
1529	58	0	0
1530	58	0	0
1531	59	0	0
1532	59	0	0
1533	59	0	0
1534	60	0	0
1535	60	0	0
1536	61	0	0
1537	61	0	0
1538	61	0	0
1539	62	0	0
1540	62	0	0
1541	62	0	0
1542	63	0	0
1543	63	0	0
1544	64	0	0
1545	64	0	0
1546	64	0	0
1547	65	0	0
1548	65	0	0
1549	66	0	0
1550	66	0	0
1551	66	0	0
1552	67	0	0
1553	67	0	0
1554	67	0	0
1555	68	0	0
1556	68	0	0
1557	68	0	0
1558	69	0	0
1559	69	0	0
1560	69	0	0
1561	70	0	0
1562	70	0	0
1563	71	0	0
1564	71	0	0
1565	71	0	0
1566	72	0	0
1567	72	0	0
1568	72	0	0
1569	73	0	0
1570	73	0	0
1571	73	0	0
1572	74	0	0
1573	74	0	0
1574	74	0	0
1575	74	0	0
1576	75	0	0
1577	75	0	0
1578	75	0	0
1579	76	0	0
1580	76	0	0
1581	76	0	0
1582	77	0	0
1583	77	0	0
1584	77	0	0
1585	78	0	0
1586	78	0	0
1587	78	0	0
1588	78	0	0
1589	79	0	0
1590	79	0	0
1591	79	0	0
1592	80	0	0
1593	80	0	0
1594	80	0	0
1595	80	0	0
1596	81	0	0
1597	81	0	0
1598	81	0	0
1599	82	0	0
1600	82	0	0
1601	82	0	0
1602	82	0	0
1603	83	0	0
1604	83	0	0
1605	83	0	0
1606	83	0	0
1607	84	0	0
1608	84	0	0
1609	84	0	0
1610	84	0	0
1611	85	0	0
1612	85	0	0
1613	85	0	0
1614	85	0	0
1615	86	0	0
1616	86	0	0
1617	86	0	0
1618	86	0	0
1619	87	0	0
1620	87	0	0
1621	87	0	0
1622	87	0	0
1623	88	0	0
1624	88	0	0
1625	88	0	0
1626	88	0	0
1627	88	0	0
1628	89	0	0
1629	89	0	0
1630	89	0	0
1631	89	0	0
1632	89	0	0
1633	90	0	0
1634	90	0	0
1635	90	0	0
1636	90	0	0
1637	90	0	0
1638	91	0	0
1639	91	0	0
1640	91	0	0
1641	91	0	0
1642	91	0	0
1643	92	0	0
1644	92	0	0
1645	92	0	0
1646	92	0	0
1647	92	0	0
1648	92	0	0
1649	93	0	0
1650	93	0	0
1651	93	0	0
1652	93	0	0
1653	93	0	0
1654	93	0	0
1655	94	0	0
1656	94	0	0
1657	94	0	0
1658	94	0	0
1659	94	0	0
1660	94	0	0
1661	95	0	0
1662	95	0	0
1663	95	0	0
1664	95	0	0
1665	95	0	0
1666	95	0	0
1667	95	0	0
1668	96	0	0
1669	96	0	0
1670	96	0	0
1671	96	0	0
1672	96	0	0
1673	96	0	0
1674	96	0	0
1675	96	0	0
1676	97	0	0
1677	97	0	0
1678	97	0	0
1679	97	0	0
1680	97	0	0
1681	97	0	0
1682	97	0	0
1683	97	0	0
1684	97	0	0
1685	98	0	0
1686	98	0	0
1687	98	0	0
1688	98	0	0
1689	98	0	0
1690	98	0	0
1691	98	0	0
1692	98	0	0
1693	98	0	0
1694	98	0	0
1695	98	0	0
1696	98	0	0
1697	99	0	0
1698	99	0	0
1699	99	0	0
1700	99	0	0
1701	99	0	0
1702	99	0	0
1703	99	0	0
1704	99	0	0
1705	99	0	0
1706	99	0	0
1707	99	0	0
1708	99	0	0
1709	99	0	0
1710	99	0	0
1711	99	0	0
1712	99	0	0
1713	100	0	0
1714	100	0	0
1715	100	0	0
1716	100	0	0
1717	100	0	0
1718	100	0	0
1719	100	0	0
1720	100	0	0
1721	100	0	0
1722	100	0	0
1723	100	0	0
1724	100	0	0
1725	100	0	0
1726	100	0	0
1727	100	0	0
1728	100	0	0
1729	100	0	0
1730	100	0	0
1731	100	0	0
1732	100	0	0
1733	100	0	0
1734	100	0	0
1735	100	0	0
1736	100	0	0
1737	100	-0	0
1738	100	-0	0
1739	100	-0	0
1740	100	-0	0
1741	100	-0	0
1742	100	-0	0
1743	100	-0	0
1744	100	-0	0
1745	100	-0	0
1746	100	-0	0
1747	100	-0	0
1748	100	-0	0
1749	100	-0	0
1750	100	-0	0
1751	100	-0	0
1752	100	-0	0
1753	100	-0	0
1754	100	-0	0
1755	100	-0	0
1756	100	-0	0
1757	100	-0	0
1758	100	-0	0
1759	100	-0	0
1760	100	-0	1
1761	100	-0	1
1762	99	-1	1
1763	99	-1	1
1764	99	-1	1
1765	99	-1	1
1766	99	-1	1
1767	99	-1	1
1768	99	-1	1
1769	99	-1	1
1770	99	-1	1
1771	99	-1	1
1772	99	-1	1
1773	99	-1	1
1774	99	-1	1
1775	99	-1	1
1776	99	-1	1
1777	99	-1	2
1778	99	-1	2
1779	99	-1	2
1780	98	-1	2
1781	98	-2	2
1782	98	-2	2
1783	98	-2	2
1784	98	-2	2
1785	98	-2	2
1786	98	-2	2
1787	98	-2	2
1788	98	-2	2
1789	98	-2	3
1790	98	-2	3
1791	98	-2	3
1792	97	-2	3
1793	97	-2	3
1794	97	-3	3
1795	97	-3	3
1796	97	-3	3
1797	97	-3	3
1798	97	-3	3
1799	97	-3	4
1800	97	-3	4
1801	97	-3	4
1802	96	-3	4
1803	96	-3	4
1804	96	-3	4
1805	96	-4	4
1806	96	-4	4
1807	96	-4	5
1808	96	-4	5
1809	96	-4	5
1810	96	-4	5
1811	95	-4	5
1812	95	-4	5
1813	95	-4	5
1814	95	-5	5
1815	95	-5	6
1816	95	-5	6
1817	95	-5	6
1818	94	-5	6
1819	94	-5	6
1820	94	-5	6
1821	94	-5	6
1822	94	-5	7
1823	94	-6	7
1824	94	-6	7
1825	93	-6	7
1826	93	-6	7
1827	93	-6	7
1828	93	-6	8
1829	93	-6	8
1830	93	-6	8
1831	92	-7	8
1832	92	-7	8
1833	92	-7	8
1834	92	-7	9
1835	92	-7	9
1836	92	-7	9
1837	91	-7	9
1838	91	-7	9
1839	91	-8	10
1840	91	-8	10
1841	91	-8	10
1842	90	-8	10
1843	90	-8	10
1844	90	-8	10
1845	90	-8	11
1846	90	-9	11
1847	89	-9	11
1848	89	-9	11
1849	89	-9	11
1850	89	-9	12
1851	89	-9	12
1852	88	-9	12
1853	88	-9	12
1854	88	-10	12
1855	88	-10	13
1856	88	-10	13
1857	87	-10	13
1858	87	-10	13
1859	87	-10	14
1860	87	-10	14
1861	86	-11	14
1862	86	-11	14
1863	86	-11	14
1864	86	-11	15
1865	85	-11	15
1866	85	-11	15
1867	85	-11	15
1868	85	-12	16
1869	84	-12	16
1870	84	-12	16
1871	84	-12	16
1872	84	-12	17
1873	83	-12	17
1874	83	-12	17
1875	83	-13	17
1876	83	-13	18
1877	82	-13	18
1878	82	-13	18
1879	82	-13	18
1880	81	-13	19
1881	81	-13	19
1882	81	-14	19
1883	81	-14	19
1884	80	-14	20
1885	80	-14	20
1886	80	-14	20
1887	79	-14	20
1888	79	-14	21
1889	79	-15	21
1890	78	-15	21
1891	78	-15	22
1892	78	-15	22
1893	78	-15	22
1894	77	-15	22
1895	77	-15	23
1896	77	-16	23
1897	76	-16	23
1898	76	-16	24
1899	76	-16	24
1900	75	-16	24
1901	75	-16	24
1902	75	-16	25
1903	74	-16	25
1904	74	-17	25
1905	73	-17	26
1906	73	-17	26
1907	73	-17	26
1908	72	-17	27
1909	72	-17	27
1910	72	-17	27
1911	71	-17	27
1912	71	-18	28
1913	71	-18	28
1914	70	-18	28
1915	70	-18	29
1916	69	-18	29
1917	69	-18	29
1918	69	-18	30
1919	68	-18	30
1920	68	-18	30
1921	67	-19	31
1922	67	-19	31
1923	67	-19	31
1924	66	-19	32
1925	66	-19	32
1926	65	-19	32
1927	65	-19	33
1928	65	-19	33
1929	64	-19	33
1930	64	-19	34
1931	63	-19	34
1932	63	-20	34
1933	63	-20	35
1934	62	-20	35
1935	62	-20	36
1936	61	-20	36
1937	61	-20	36
1938	60	-20	37
1939	60	-20	37
1940	59	-20	37
1941	59	-20	38
1942	59	-20	38
1943	58	-20	38
1944	58	-20	39
1945	57	-20	39
1946	57	-20	40
1947	56	-20	40
1948	56	-20	40
1949	55	-21	41
1950	55	-21	41
1951	54	-21	41
1952	54	-21	42
1953	53	-21	42
1954	53	-21	43
1955	52	-21	43
1956	52	-21	43
1957	51	-21	44
1958	51	-21	44
1959	50	-21	45
1960	50	-21	45
1961	50	-21	45
1962	49	-21	46
1963	49	-21	46
1964	48	-21	47
1965	48	-21	47
1966	47	-21	47
1967	47	-21	48
1968	46	-21	48
1969	46	-21	49
1970	45	-21	49
1971	45	-21	49
1972	44	-20	50
1973	44	-20	50
1974	43	-20	50
1975	43	-20	51
1976	42	-20	51
1977	42	-20	52
1978	41	-20	52
1979	41	-20	52
1980	41	-20	53
1981	40	-20	53
1982	40	-20	53
1983	39	-20	54
1984	39	-20	54
1985	38	-20	54
1986	38	-20	55
1987	37	-20	55
1988	37	-20	56
1989	37	-19	56
1990	36	-19	56
1991	36	-19	57
1992	35	-19	57
1993	35	-19	57
1994	35	-19	58
1995	34	-19	58
1996	34	-19	58
1997	33	-19	59
1998	33	-19	59
1999	33	-19	59
2000	32	-18	60
2001	32	-18	60
2002	31	-18	60
2003	31	-18	61
2004	31	-18	61
2005	30	-18	61
2006	30	-18	62
2007	29	-18	62
2008	29	-18	62
2009	29	-17	63
2010	28	-17	63
2011	28	-17	63
2012	28	-17	63
2013	27	-17	64
2014	27	-17	64
2015	27	-17	64
2016	26	-17	65
2017	26	-16	65
2018	25	-16	65
2019	25	-16	66
2020	25	-16	66
2021	24	-16	66
2022	24	-16	66
2023	24	-16	67
2024	23	-16	67
2025	23	-15	67
2026	23	-15	68
2027	22	-15	68
2028	22	-15	68
2029	22	-15	68
2030	22	-15	69
2031	21	-15	69
2032	21	-14	69
2033	21	-14	70
2034	20	-14	70
2035	20	-14	70
2036	20	-14	70
2037	19	-14	71
2038	19	-14	71
2039	19	-13	71
2040	19	-13	71
2041	18	-13	72
2042	18	-13	72
2043	18	-13	72
2044	17	-13	72
2045	17	-13	73
2046	17	-12	73
2047	17	-12	73
2048	16	-12	73
2049	16	-12	74
2050	16	-12	74
2051	16	-12	74
2052	15	-12	74
2053	15	-11	75
2054	15	-11	75
2055	15	-11	75
2056	14	-11	75
2057	14	-11	76
2058	14	-11	76
2059	14	-11	76
2060	13	-10	76
2061	13	-10	76
2062	13	-10	77
2063	13	-10	77
2064	12	-10	77
2065	12	-10	77
2066	12	-10	78
2067	12	-9	78
2068	12	-9	78
2069	11	-9	78
2070	11	-9	78
2071	11	-9	79
2072	11	-9	79
2073	11	-9	79
2074	10	-9	79
2075	10	-8	79
2076	10	-8	80
2077	10	-8	80
2078	10	-8	80
2079	9	-8	80
2080	9	-8	80
2081	9	-8	80
2082	9	-7	81
2083	9	-7	81
2084	8	-7	81
2085	8	-7	81
2086	8	-7	81
2087	8	-7	82
2088	8	-7	82
2089	8	-7	82
2090	7	-6	82
2091	7	-6	82
2092	7	-6	82
2093	7	-6	83
2094	7	-6	83
2095	7	-6	83
