CYCLE	CMDPOS0	CMDPOS1
933	0	0
934	0	0
935	0	0
936	0	0
937	0	0
938	0	0
939	0	0
940	0	0
941	0	0
942	0	0
943	0	0
944	-0	-0
945	-0	-0
946	-0	-0
947	-0	-0
948	-0	-0
949	-0	-0
950	-0	-0
951	-0	-0
952	-0	-0
953	-0	-0
954	-0	-0
955	-1	-1
956	-1	-1
957	-1	-1
958	-1	-1
959	-1	-1
960	-1	-1
961	-1	-1
962	-1	-1
963	-1	-1
964	-2	-2
965	-2	-2
966	-2	-2
967	-2	-2
968	-2	-2
969	-2	-2
970	-3	-3
971	-3	-3
972	-3	-3
973	-3	-3
974	-3	-3
975	-4	-4
976	-4	-4
977	-4	-4
978	-4	-4
979	-5	-5
980	-5	-5
981	-5	-5
982	-5	-5
983	-6	-6
984	-6	-6
985	-6	-6
986	-7	-7
987	-7	-7
988	-7	-7
989	-7	-7
990	-8	-8
991	-8	-8
992	-8	-8
993	-9	-9
994	-9	-9
995	-10	-10
996	-10	-10
997	-10	-10
998	-11	-11
999	-11	-11
1000	-11	-11
1001	-12	-12
1002	-12	-12
1003	-13	-13
1004	-13	-13
1005	-14	-14
1006	-14	-14
1007	-14	-14
1008	-15	-15
1009	-15	-15
1010	-16	-16
1011	-16	-16
1012	-17	-17
1013	-17	-17
1014	-18	-18
1015	-18	-18
1016	-19	-19
1017	-19	-19
1018	-20	-20
1019	-20	-20
1020	-21	-21
1021	-21	-21
1022	-22	-22
1023	-23	-23
1024	-23	-23
1025	-24	-24
1026	-24	-24
1027	-25	-25
1028	-26	-26
1029	-26	-26
1030	-27	-27
1031	-27	-27
1032	-28	-28
1033	-29	-29
1034	-29	-29
1035	-30	-30
1036	-31	-31
1037	-31	-31
1038	-32	-32
1039	-33	-33
1040	-33	-33
1041	-34	-34
1042	-35	-35
1043	-35	-35
1044	-36	-36
1045	-37	-37
1046	-37	-37
1047	-38	-38
1048	-39	-39
1049	-40	-40
1050	-40	-40
1051	-41	-41
1052	-42	-42
1053	-42	-42
1054	-43	-43
1055	-44	-44
1056	-45	-45
1057	-45	-45
1058	-46	-46
1059	-47	-47
1060	-47	-47
1061	-48	-48
1062	-49	-49
1063	-49	-49
1064	-50	-50
1065	-51	-51
1066	-52	-52
1067	-52	-52
1068	-53	-53
1069	-54	-54
1070	-54	-54
1071	-55	-55
1072	-56	-56
1073	-57	-57
1074	-57	-57
1075	-58	-58
1076	-59	-59
1077	-59	-59
1078	-60	-60
1079	-61	-61
1080	-61	-61
1081	-62	-62
1082	-63	-63
1083	-64	-64
1084	-64	-64
1085	-65	-65
1086	-66	-66
1087	-66	-66
1088	-67	-67
1089	-68	-68
1090	-69	-69
1091	-69	-69
1092	-70	-70
1093	-71	-71
1094	-71	-71
1095	-72	-72
1096	-73	-73
1097	-74	-74
1098	-74	-74
1099	-75	-75
1100	-76	-76
1101	-76	-76
1102	-77	-77
1103	-78	-78
1104	-78	-78
1105	-79	-79
1106	-80	-80
1107	-81	-81
1108	-81	-81
1109	-82	-82
1110	-83	-83
1111	-83	-83
1112	-84	-84
1113	-85	-85
1114	-86	-86
1115	-86	-86
1116	-87	-87
1117	-88	-88
1118	-88	-88
1119	-89	-89
1120	-90	-90
1121	-90	-90
1122	-91	-91
1123	-92	-92
1124	-93	-93
1125	-93	-93
1126	-94	-94
1127	-95	-95
1128	-95	-95
1129	-96	-96
1130	-97	-97
1131	-98	-98
1132	-98	-98
1133	-99	-99
1134	-100	-100
1135	-100	-100
1136	-101	-101
1137	-102	-102
1138	-102	-102
1139	-103	-103
1140	-104	-104
1141	-105	-105
1142	-105	-105
1143	-106	-106
1144	-107	-107
1145	-107	-107
1146	-108	-108
1147	-109	-109
1148	-110	-110
1149	-110	-110
1150	-111	-111
1151	-112	-112
1152	-112	-112
1153	-113	-113
1154	-114	-114
1155	-114	-114
1156	-115	-115
1157	-116	-116
1158	-117	-117
1159	-117	-117
1160	-118	-118
1161	-119	-119
1162	-119	-119
1163	-120	-120
1164	-121	-121
1165	-122	-122
1166	-122	-122
1167	-123	-123
1168	-124	-124
1169	-124	-124
1170	-125	-125
1171	-126	-126
1172	-127	-127
1173	-127	-127
1174	-128	-128
1175	-129	-129
1176	-129	-129
1177	-130	-130
1178	-131	-131
1179	-131	-131
1180	-132	-132
1181	-133	-133
1182	-134	-134
1183	-134	-134
1184	-135	-135
1185	-136	-136
1186	-136	-136
1187	-137	-137
1188	-138	-138
1189	-139	-139
1190	-139	-139
1191	-140	-140
1192	-141	-141
1193	-141	-141
1194	-142	-142
1195	-143	-143
1196	-143	-143
1197	-144	-144
1198	-145	-145
1199	-146	-146
1200	-146	-146
1201	-147	-147
1202	-148	-148
1203	-148	-148
1204	-149	-149
1205	-150	-150
1206	-151	-151
1207	-151	-151
1208	-152	-152
1209	-153	-153
1210	-153	-153
1211	-154	-154
1212	-155	-155
1213	-155	-155
1214	-156	-156
1215	-157	-157
1216	-158	-158
1217	-158	-158
1218	-159	-159
1219	-160	-160
1220	-160	-160
1221	-161	-161
1222	-162	-162
1223	-163	-163
1224	-163	-163
1225	-164	-164
1226	-165	-165
1227	-165	-165
1228	-166	-166
1229	-167	-167
1230	-168	-168
1231	-168	-168
1232	-169	-169
1233	-170	-170
1234	-170	-170
1235	-171	-171
1236	-172	-172
1237	-172	-172
1238	-173	-173
1239	-174	-174
1240	-175	-175
1241	-175	-175
1242	-176	-176
1243	-177	-177
1244	-177	-177
1245	-178	-178
1246	-179	-179
1247	-180	-180
1248	-180	-180
1249	-181	-181
1250	-182	-182
1251	-182	-182
1252	-183	-183
1253	-184	-184
1254	-184	-184
1255	-185	-185
1256	-186	-186
1257	-187	-187
1258	-187	-187
1259	-188	-188
1260	-189	-189
1261	-189	-189
1262	-190	-190
1263	-191	-191
1264	-192	-192
1265	-192	-192
1266	-193	-193
1267	-194	-194
1268	-194	-194
1269	-195	-195
1270	-196	-196
1271	-196	-196
1272	-197	-197
1273	-198	-198
1274	-199	-199
1275	-199	-199
1276	-200	-200
1277	-199	-200
1278	-198	-200
1279	-197	-200
1280	-196	-200
1281	-195	-201
1282	-194	-201
1283	-193	-201
1284	-192	-201
1285	-191	-201
1286	-190	-201
1287	-189	-201
1288	-188	-201
1289	-187	-201
1290	-186	-201
1291	-185	-201
1292	-184	-201
1293	-183	-201
