CYCLE	CMDPOS0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	1
568	1
569	1
570	1
571	1
572	1
573	1
574	1
575	2
576	2
577	2
578	2
579	2
580	3
581	3
582	3
583	3
584	4
585	4
586	4
587	5
588	5
589	5
590	5
591	6
592	6
593	6
594	7
595	7
596	8
597	8
598	8
599	9
600	9
601	10
602	10
603	11
604	11
605	12
606	12
607	13
608	13
609	14
610	14
611	15
612	15
613	16
614	16
615	17
616	17
617	18
618	19
619	19
620	20
621	20
622	21
623	22
624	22
625	23
626	24
627	25
628	25
629	26
630	27
631	27
632	28
633	29
634	30
635	30
636	31
637	32
638	33
639	34
640	34
641	35
642	36
643	37
644	38
645	39
646	40
647	41
648	41
649	42
650	43
651	44
652	45
653	46
654	47
655	48
656	49
657	50
658	51
659	52
660	53
661	54
662	55
663	56
664	57
665	58
666	59
667	60
668	60
669	61
670	62
671	63
672	64
673	65
674	66
675	66
676	67
677	68
678	69
679	70
680	70
681	71
682	72
683	73
684	73
685	74
686	75
687	76
688	76
689	77
690	78
691	78
692	79
693	80
694	80
695	81
696	81
697	82
698	83
699	83
700	84
701	84
702	85
703	85
704	86
705	86
706	87
707	88
708	88
709	88
710	89
711	89
712	90
713	90
714	91
715	91
716	92
717	92
718	92
719	93
720	93
721	94
722	94
723	94
724	95
725	95
726	95
727	96
728	96
729	96
730	96
731	97
732	97
733	97
734	97
735	98
736	98
737	98
738	98
739	98
740	99
741	99
742	99
743	99
744	99
745	99
746	99
747	100
748	100
749	100
750	100
751	100
752	100
753	100
754	100
755	100
756	100
757	100
758	100
759	100
760	100
761	100
762	100
763	100
764	100
765	100
766	100
767	100
768	99
769	99
770	99
771	99
772	99
773	99
774	99
775	98
776	98
777	98
778	98
779	98
780	97
781	97
782	97
783	97
784	96
785	96
786	96
787	96
788	95
789	95
790	95
791	94
792	94
793	94
794	93
795	93
796	92
797	92
798	92
799	91
800	91
801	90
802	90
803	89
804	89
805	88
806	88
807	88
808	87
809	86
810	86
811	85
812	85
813	84
814	84
815	83
816	83
817	82
818	81
819	81
820	80
821	80
822	79
823	78
824	78
825	77
826	76
827	76
828	75
829	74
830	73
831	73
832	72
833	71
834	70
835	70
836	69
837	68
838	67
839	66
840	66
841	65
842	64
843	63
844	62
845	61
846	60
847	60
848	59
849	58
850	57
851	56
852	55
853	54
854	53
855	52
856	51
857	50
858	49
859	48
860	47
861	46
862	45
863	44
864	43
865	42
866	41
867	41
868	40
869	39
870	38
871	37
872	36
873	35
874	34
875	34
876	33
877	32
878	31
879	30
880	30
881	29
882	28
883	27
884	27
885	26
886	25
887	25
